Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Dual,Price,,Triple,Stand-by,Talk time,Features_1,Protection,_1,_1_1,Models,Build,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Dual_1,Music play,Infrared port,Keyboard,Browser,Alert types,Clock,Alarm,SAR EU,SAR,Stand-by_1,Talk time_1,128GB 6GB RAM,Languages,Quad,5G bands,Camera,Loudspeaker_1,Audio quality,Battery life,Performance,Display
b'gionee',b'Gionee P7 Max',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-p7-max-r.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',b'LTE (unspecified)',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, October'","b'Available. Released 2016, October'",b'154 x 76.8 x 8.8 mm (6.06 x 3.02 x 0.35 in)',b'183 g (6.46 oz)',b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 6.0 (Marshmallow), Amigo 3.2'",b'Mediatek MT6595',b'Octa-core 2.2 GHz',b'PowerVR G6200',b'microSDXC',b'32GB 3GB RAM',"b'13 MP, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 3100 mAh, removable'",,b'Gold',,b'About 190 EUR',,,,,,,,,,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee F103 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-f103-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, September'","b'Available. Released 2016, October'",b'145.3 x 70.5 x 8.5 mm (5.72 x 2.78 x 0.33 in)',b'143 g (5.04 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.3% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 6.0 (Marshmallow), Amigo 3.2'",,b'Quad-core 1.3 GHz',,b'No',b'16GB 3GB RAM',"b'13 MP, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 2400 mAh, removable'",,"b'Gold, White, Gray'",,,,,b'Up to 387 h (3G)',b'Up to 13 h 20 min (3G)',,b'Asahi Dragontrail Glass',,,b'F103 Pro',,,,,,,,,,,,,,,,,,b'0.54 W/kg (head) \xc2\xa0 \xc2\xa0 0.75 W/kg (body)',,,,,,,,,,,,
b'gionee',b'Gionee S6s',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-s6s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, August'","b'Available. Released 2016, August'",b'154.5 x 75.6 x 8.3 mm (6.08 x 2.98 x 0.33 in)',b'166 g (5.86 oz)',"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.4% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat), Amigo 3.2'",b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',b'microSDXC (uses shared SIM slot)',b'32GB 3GB RAM',"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, PDAF'","b'LED flash, panorama, HDR'",b'1080p@30fps',"b'8 MP, f/2.2'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3150 mAh, non-removable'",,"b'Mocha Gold, Latte Gold'",,b'About 280 EUR',,,b'Up to 400 h (2G) / Up to 394 h (3G)',b'Up to 23 h (2G) / Up to 11 h 30 min (3G)',b'LED flash',b'Corning Gorilla Glass 3',,,b'S6s',,,,,,,,,,,,,,,,,,b'0.26 W/kg (head) \xc2\xa0 \xc2\xa0 0.47 W/kg (body)',,,,,,,,,,,,
b'gionee',b'Gionee M6 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-m6-plus.jpg',b'GSM / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, July'","b'Available. Released 2016, September'",b'160.5 x 80.6 x 8.2 mm (6.32 x 3.17 x 0.32 in)',b'215 g (7.58 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'AMOLED',"b'6.0 inches, 99.2 cm2 (~76.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~367 ppi density)'","b'Android 6.0 (Marshmallow), Amigo 3.5'",b'Mediatek MT6755 Helio P10 (28 nm)',b'Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 4GB RAM'","b'16 MP, f/1.8, PDAF'","b'Dual-LED flash, panorama, HDR'",b'1080p@30fps',"b'8 MP, f/2.2, 1/4"", 1.12\xc2\xb5m'",b'',b'Yes',b'No',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, RDS, recording'","b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 6020 mAh, non-removable'",b'Charging 10W Reverse charging',b'Champagne',,,b'CDMA2000 1xEV-DO / TD-SCDMA',,,,,,b'eMMC 5.1',,b'GN8002S',,,,,,,,,,,b'Yes',,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee M6',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-m6.jpg',b'GSM / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, July'","b'Available. Released 2016, September'",b'152.3 x 75.3 x 8.2 mm (6.00 x 2.96 x 0.32 in)',b'180 g (6.35 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'AMOLED',"b'5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 6.0 (Marshmallow), Amigo 3.5'",b'Mediatek MT6755 Helio P10 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 4GB RAM'","b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, PDAF'","b'Dual-LED flash, panorama, HDR'",b'1080p@30fps',"b'8 MP, f/2.2, 1/4"", 1.12\xc2\xb5m'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, RDS, recording'","b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",b'Charging 10W Reverse charging',"b'Champagne, Gold'",,,b'CDMA2000 1xEV-DO / TD-SCDMA',,,,,,b'eMMC 5.1',,"b'M6, GN8003'",,,,,,,,,,,b'Yes',,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee S6 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-s6-pro.jpg',b'GSM / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, June'","b'Available. Released 2016, June'",b'153 x 75.3 x 7.6 mm (6.02 x 2.96 x 0.30 in)',b'170 g (6.00 oz)',"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.4% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 6.0.1 (Marshmallow), Amigo 3.2'",b'Mediatek MT6755 Helio P10 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',"b'13 MP, f/2.0, PDAF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'8 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3130 mAh, non-removable'",,"b'Gold, Silver, Rose Gold'",,b'About 390 EUR',b'CDMA2000 1xEV-DO / TD-SCDMA',,b'Up to 558 h (3G)',b'Up to 38 h 30 min (3G)',,,b'eMMC 5.1',,b'S6 Pro',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee P5 Mini',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-p5-mini-.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA',"b'2016, March'","b'Available. Released 2016, April'",b'132 x 66 x 9.1 mm (5.20 x 2.60 x 0.36 in)',b'153 g (5.40 oz)',b'Dual SIM',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~64.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 5.0 (Lollipop)',b'Mediatek MT6580M (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',"b'5 MP, AF'",b'LED flash',b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1800 mAh, removable'",,"b'White, Black, Blue'",,b'About 90 EUR',,,,,,,,,b'P5 mini',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee W909',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-w909-.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900',b'HSDPA',b'LTE (unspecified)',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, March'","b'Available. Released 2016, June'",b'124.1 x 62.8 x 16.5 mm (4.89 x 2.47 x 0.65 in)',b'207.7 g (7.41 oz)',b'Micro-SIM',b'IPS LCD',"b'4.2 inches, 48.6 cm2 (~62.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~350 ppi density)'",b'Android 5.1 (Lollipop)',b'Mediatek MT6755 Helio P10 (28 nm)',b'Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',"b'16 MP, AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 2530 mAh, non-removable'",,b'Rose gold/Black',,b'About 550 EUR',"b'External IPS LCD  720 x 1280 pixels, 4.2 inches'",,,,,,b'eMMC 5.1',,,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee S8',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-s8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'3, 7, 38, 39, 40'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, February'","b'Available. Released 2016, June'",b'154.3 x 74.9 x 7 mm (6.07 x 2.95 x 0.28 in)',b'147.2 g (5.19 oz)',"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'AMOLED',"b'5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 6.0.1 (Marshmallow), Amigo 3.2'",b'Mediatek MT6755 Helio P10 (28 nm)',b'Octa-core (4x1.9 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',"b'16 MP, f/1.8, PDAF, Laser AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',"b'8 MP, 1/4""'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'Gray, Gold, Rose Gold'",,b'About 450 EUR',b'3D Touch display',,,,,b'Corning Gorilla Glass 4',b'eMMC 5.1',b'24-bit/192kHz audio',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee Marathon M5 mini',b'https://fdn2.gsmarena.com/vv/bigpic/Gionee-M5-Mini-.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',,b'HSPA',"b'2016, January'","b'Available. Released 2016, February'",b'143.5 x 71 x 9.6 mm (5.65 x 2.80 x 0.38 in)',b'-',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 5.1 (Lollipop), Amigo 3.1'",b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',"b'8 MP, AF'","b'LED flash, panorama, HDR'",b'Yes',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'",b'Yes',"b'Li-Po 4000 mAh, non-removable'",b'Reverse charging',"b'White, Gold, Black'",,b'About 120 EUR',,,,b'Up to 18 h (3G)',,,,,b'M5 mini',,,,,,,,,,,b'Yes',,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee Marathon M5 enjoy',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m5-e.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 38, 39, 40, 41'","b'HSPA, LTE'","b'2015, December. Released 2015, December'",b'Discontinued',b'155 x 76 x 9 mm (6.10 x 2.99 x 0.35 in)',b'200 g (7.05 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'TFT',"b'5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 5.1 (Lollipop), Amigo 3.1'",b'Mediatek MT6735 (28 nm)',b'Quad-core 1.0 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (dedicated slot)',b'16GB 3GB RAM',"b'8 MP, AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",,"b'White, Gold'",,b'About 340 EUR',b'CDMA 800',,b'Up to 775 h',b'Up to 52 h',,,b'TD-SCDMA',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee Marathon M5 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-m5-plus.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 38, 39, 40, 41'","b'HSPA, LTE'","b'2015, December. Released 2015, December'",b'Discontinued',b'160.9 x 81.2 x 8.4 mm (6.33 x 3.20 x 0.33 in)',b'208 g (7.34 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'AMOLED',"b'6.0 inches, 98.7 cm2 (~75.5% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~368 ppi density)'","b'Android 5.1 (Lollipop), Amigo 3.1'",b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',b'microSDXC (dedicated slot)',b'64GB 3GB RAM',"b'13 MP, f/2.2, PDAF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C',"b'Fingerprint (front-mounted), accelerometer, proximity, compass'","b'Li-Po 5020 mAh, non-removable'",,"b'White, Gold'",,b'About 420 EUR',b'CDMA 800',,b'Up to 829 h',b'Up to 53 h',,,b'TD-SCDMA',,"b'M5 Plus, GN8001'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee Marathon M5 lite',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m5-lite.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',"b'1, 3, 7, 40'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2015, December'","b'Available. Released 2016, January'",b'143 x 69.9 x 8.5 mm (5.63 x 2.75 x 0.33 in)',b'183 g (6.46 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 5.1 (Lollipop), Amigo 3.1'",b'Mediatek MT6735 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',"b'8 MP, AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'5 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Gold, Gray'",,b'About 170 EUR',,,b'Up to 450 h (2G) / Up to 400 h (3G)',b'Up to 33 h (2G) / Up to 19 h (3G)',,b'Asahi Dragontrail Glass',,,b'M5_lite',,,,,,,,,,,,,,,,,b'0.38 W/kg (head) \xc2\xa0 \xc2\xa0 0.54 W/kg (body)',,,,,,,,,,,,,
b'gionee',b'Gionee Pioneer P5W',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-p5w-.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',,b'HSPA',"b'2015, December'","b'Available. Released 2016, January'",b'143.3 x 72 x 8.9 mm (5.64 x 2.83 x 0.35 in)',b'153 g (5.40 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.1 (Lollipop)',b'Mediatek MT6735 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',"b'5 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,"b'White, Blue, Red, Yellow, Black'",,b'About 90 EUR',,,,,,,,,b'P5W',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee S6',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-s6.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',b'LTE (unspecified)',"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, November. Released 2015, November'",b'Discontinued',b'151.9 x 74.6 x 6.9 mm (5.98 x 2.94 x 0.27 in)',b'147 g (5.19 oz)',"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'AMOLED',"b'5.5 inches, 83.4 cm2 (~73.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 5.1.1 (Lollipop), Amigo 3.1'",b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',b'microSDXC (uses shared SIM slot)',b'32GB 3GB RAM',"b'13 MP, f/2.0, AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',b'Yes',"b'Li-Ion 3150 mAh, non-removable'",,b'Gold',,b'About 290 EUR',,,,,,,,,b'S6',,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee Elife S Plus',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-s-plus-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',"b'3, 40'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, November. Released 2015, December'",b'Discontinued',b'155 x 76.4 x 7.5 mm (6.10 x 3.01 x 0.30 in)',b'158 g (5.57 oz)',b'Dual SIM',b'AMOLED',"b'5.5 inches, 83.4 cm2 (~70.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 5.1.1 (Lollipop), Amigo OS 3.1'",b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',b'microSDXC (dedicated slot)',b'16GB 3GB RAM',"b'13 MP, f/2.0, AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 3150 mAh, removable'",,"b'White, Gold, Dark Blue'",,,,,b'Up to 315 h (2G) / Up to 252 h (3G)',b'Up to 21 h (2G) / Up to 9 h (3G)',,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,,,b'0.80 W/kg (head) \xc2\xa0 \xc2\xa0 0.42 W/kg (body)',,,,,,,,,,,,
b'gionee',b'Gionee F103',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-f103.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',"b'3, 40'","b'HSPA, LTE'","b'2015, September. Released 2015, October'",b'Discontinued',b'143 x 70.3 x 8 mm (5.63 x 2.77 x 0.31 in)',b'136.6 g (4.83 oz)',b'Dual SIM (dual stand-by)',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 5 (Lollipop), Amigo 3'",b'Mediatek MT6735 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',"b'8 MP, AF'","b'LED flash, panorama, HDR'",b'720p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'2.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Ion 2400 mAh, removable'",,"b'Pearl White, Dawn White & black'",,b'About 130 EUR',,,b'Up to 240 h (2G) / Up to 267 h (3G)',b'Up to 28 h (2G) / Up to 11 h (3G)',,,,,b'F103',,,,,,,,,,,,,,,,,,b'0.77 W/kg (head) \xc2\xa0 \xc2\xa0 0.85 W/kg (body)',,,,,,,,,,,,
