Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Dual,Price,,Triple,Stand-by,Talk time,Features_1,Protection,_1,_1_1,Models,Build,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Dual_1,Music play,Infrared port,Keyboard,Browser,Alert types,Clock,Alarm,SAR EU,SAR,Stand-by_1,Talk time_1,128GB 6GB RAM,Languages,Quad,5G bands,Camera,Loudspeaker_1,Audio quality,Battery life,Performance,Display
b'gionee',b'Gionee Ctrl V5',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v5.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA',"b'2014, Q1. Released 2014, Q1'",b'Discontinued',b'134.5 x 67.7 x 8.1 mm (5.30 x 2.67 x 0.32 in)',b'103.5 g (3.63 oz)',b'Dual SIM (Dual stand-by)',b'IPS LCD',"b'4.7 inches, 60.9 cm2 (~66.9% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~234 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Mediatek MT6582V/X',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',"b'8 MP, AF'",b'LED flash',b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.0',"b'Yes, with A-GPS'",b'No',"b'FM radio, recording'",b'microUSB',"b'Accelerometer, proximity, compass'","b'Li-Po 1800 mAh, removable'",,"b'Black, White'",,b'About 160 EUR',,,b'Up to 324 h (2G) / Up to 324 h (3G)',b'Up to 14 h 30 min (2G) / Up to 10 h (3G)',,,,,,,,,,,,,,,,,,,,,,,b'0.45 W/kg (head) \xc2\xa0 \xc2\xa0 0.57 W/kg (body)',,,,,,,,,,,,
b'gionee',b'Gionee Elife S5.5',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-s5.5.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2014, February. Released 2014, March'",b'Discontinued',b'145.1 x 70.2 x 5.6 mm (5.71 x 2.76 x 0.22 in)',b'133 g (4.69 oz)',b'Micro-SIM',b'Super AMOLED',"b'5.0 inches, 68.9 cm2 (~67.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'","b'Android 4.2 (Jelly Bean), upgrad\xd0\xb0ble to 4.4.2 (KitKat), Amigo 2'",b'Mediatek MT6592 (28 nm)',b'Octa-core 1.7 GHz Cortex-A7',b'Mali-450MP4',b'No',b'16GB 2GB RAM',"b'13 MP, f/2.4, AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',"b'5 MP, f/2.4'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',"b'FM radio, RDS'","b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2300 mAh, non-removable'",,"b'Black, white, blue, pink, purple'",,b'About 270 EUR',b'HSDPA 900 / 1900 / 2100',,b'Up to 490 h',b'Up to 27 h (2G) / Up to 11 h (3G)',,b'Corning Gorilla Glass 3 (front and back)',,,,,,,,,,,,,,,,,,,,b'0.38 W/kg (head) \xc2\xa0 \xc2\xa0 0.33 W/kg (body)',,,,,,,,b'Photo / Video',b'Voice 66dB / Noise 66dB / Ring 75dB',,b'Endurance rating 48h',b'Basemark OS II 2.0: 567',"b'Contrast ratio: Infinite (nominal),  3.386 (sunlight)'"
b'gionee',b'Gionee Elife E7 Mini',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-e7-mini.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA',,b'HSPA',"b'2013, December. Released 2014, April'",b'Discontinued',b'139.8 x 66.2 x 8.6 mm (5.50 x 2.61 x 0.34 in)',b'142.9 g (5.01 oz)',b'Dual SIM',b'IGZO IPS LCD',"b'4.7 inches, 60.9 cm2 (~65.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~312 ppi density)'","b'Android 4.2.2 (Jelly Bean), Amigo 2'",b'Mediatek MT6592 (28 nm)',b'Octa-core 1.7 GHz Cortex-A7',b'Mali-450MP4',b'No',b'16GB',"b'13 MP, AF'","b'LED flash, panorama'",b'1080p@30fps',,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'","b'Yes, with A-GPS'",b'Yes',"b'FM radio, recording'",b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2200 mAh, non-removable'",,"b'Black, White'",,b'About 230 EUR',b'No',,b'Up to 200 h',b'Up to 18 h (2G) / Up to 14 h (3G)',,,,,,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee Elife E7',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-e7-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',"b'3, 7'","b'HSPA, LTE'",b'2013. Released 2013',b'Discontinued',b'150.6 x 75 x 9.5 mm (5.93 x 2.95 x 0.37 in)',b'150 g (5.29 oz)',b'Micro-SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~73.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Qualcomm MSM8274 Snapdragon 800 (28 nm)',b'Quad-core 2.2 GHz Krait 400/ Quad-core 2.5 GHz Krait 400',b'Adreno 330',b'No',"b'16GB 2GB RAM, 32GB 3GB RAM'","b'16 MP, f/2.2, AF'",b'LED flash',b'Yes',b'8 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Yes',"b'FM radio, recording'","b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Po 2500 mAh, non-removable'",,"b'Black, White'",,b'About 340 EUR',"b'38, 39, 41'",,,,,b'Corning Gorilla Glass 3',b'eMMC 4.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee Elife E6',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-e6-.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA',b'2013. Released 2013',b'Discontinued',b'142.5 x 69.4 x 7.9 mm (5.61 x 2.73 x 0.31 in)',b'-',b'Micro-SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~69.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'",b'Android 4.2 (Jelly Bean)',,b'Quad-core 1.5 GHz Cortex-A7',b'PowerVR Series 5XT',b'No',b'32GB 2GB RAM',"b'13 MP, f/2.2, AF'","b'LED flash, panorama'",b'1080p@30fps',"b'5 MP, f/2.2'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2000 mAh, non-removable'",,"b'Black, White'",,b'About 250 EUR',,,,,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee Elife E5',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-e5.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA',b'2013. Released 2013',b'Discontinued',b'137 x 69 x 6.9 mm (5.39 x 2.72 x 0.27 in)',b'135 g (4.76 oz)',b'Micro-SIM',b'Super AMOLED',"b'4.8 inches, 63.5 cm2 (~67.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~306 ppi density)'",b'Android 4.2 (Jelly Bean)',,b'Quad-core 1.5 GHz Cortex-A7',b'PowerVR Series 5XT',b'No',b'16GB 1GB RAM',"b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2000 mAh, non-removable'",,"b'Black, White, Yellow'",,b'About 200 EUR',,,,,,b'Corning Gorilla Glass 2',,,,,,,,,,,,,,,,,,,,,b'0.73 W/kg (head) \xc2\xa0 \xc2\xa0 0.94 W/kg (body)',,,,,,,,,,,,
b'gionee',b'Gionee Elife E3',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-e3.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA',b'2013. Released 2013',b'Discontinued',b'137 x 68 x 7.9 mm (5.39 x 2.68 x 0.31 in)',b'-',b'Dual SIM (Dual stand-by)',b'IPS LCD',"b'4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~312 ppi density)'","b'Android 4.2 (Jelly Bean), upgradable to 4.4.2 (KitKat)'",,b'Quad-core 1.2 GHz Cortex-A7',b'PowerVR Series 5XT',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',"b'8 MP, AF'","b'LED flash, panorama'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 1800 mAh, removable'",,"b'Black, White, Blue, Pink'",,b'About 180 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'1.06 W/kg (head) \xc2\xa0 \xc2\xa0 0.88 W/kg (body)',,,,,,,,,,,,
b'gionee',b'Gionee M2',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-m2.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA',b'2014. Released 2014',b'Discontinued',b'144 x 72 x 10.5 mm (5.67 x 2.83 x 0.41 in)',b'-',b'Dual SIM (Dual stand-by)',b'TFT',"b'5.0 inches, 68.9 cm2 (~66.4% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 4.2 (Jelly Bean)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDHC (dedicated slot)',b'4GB 1GB RAM',b'8 MP',"b'LED flash, panorama'",b'720p',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Ion 4200 mAh, removable'",,"b'Black, White'",,b'About 130 EUR',,,b'Up to 555 h',b'Up to 31 h 30 min (2G) / Up to 24 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee Gpad G5',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-gpad-g5.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA',b'2014. Released 2014',b'Discontinued',b'157.3 x 77.6 x 7.9 mm (6.19 x 3.06 x 0.31 in)',b'104.6 g (w/o battery) (3.70 oz)',b'Dual SIM (Dual stand-by)',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~68.3% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6591',b'Hexa-core 1.5 GHz Cortex-A7',b'Mali-450MP4',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',"b'8 MP, AF'","b'LED flash, panorama'",b'720p@30fps',b'2 MP',b'',"b'Yes, dual speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2400 mAh, removable'",,"b'Black, White'",,,,,b'Up to 288 h',b'Up to 15 h (2G) / Up to 12 h (3G)',,b'Asahi Dragontrail Glass',,,,,,,,,,,,,,,,,,,,,b'1.10 W/kg (head) \xc2\xa0 \xc2\xa0 1.04 W/kg (body)',,,,,,,,,,,,
b'gionee',b'Gionee Gpad G4',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-gpad-g4.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA',b'2014. Released 2014',b'Discontinued',b'163.5 x 81.3 x 8 mm (6.44 x 3.20 x 0.31 in)',b'-',b'Dual SIM (Dual stand-by)',b'IPS LCD',"b'5.7 inches, 89.6 cm2 (~67.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~258 ppi density)'",b'Android 4.2 (Jelly Bean)',,b'Quad-core 1.5 GHz Cortex-A7',b'PowerVR Series 5XT',b'No',b'16GB 1GB RAM',"b'13 MP, AF'","b'LED flash, panorama'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 3200 mAh, non-removable'",,"b'Black, White'",,b'About 220 EUR',,,b'Up to 375 h',b'Up to 26 h (2G) / Up to 14 h (3G)',,,,,,,,,,,,,,,,,,,,,,,b'0.83 W/kg (head) \xc2\xa0 \xc2\xa0 0.70 W/kg (body)',,,,,,,,,,,,
