Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Quad,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,SAR,Price,Dual,Features_1,Single_1,Build,Talk time,Stand-by,Infrared port,Music play,SAR EU,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,_1,_1_1,Keyboard,Browser,Display,Camera,Battery life,Performance,Loudspeaker_1,Audio quality
b'microsoft',b'Microsoft Lumia 435',b'https://fdn2.gsmarena.com/vv/bigpic/microsoft-lumia-435.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA 42.2/5.76 Mbps',"b'2015, January. Released 2015, March'",b'Discontinued',b'118.1 x 64.7 x 11.7 mm (4.65 x 2.55 x 0.46 in)',b'134.1 g (4.73 oz)',b'Micro-SIM',"b'IPS LCD,'","b'4.0 inches, 45.5 cm2 (~59.6% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,"b'Microsoft Windows Phone 8.1, upgradable to Windows 10'",b'Qualcomm MSM8210 Snapdragon 200 (28 nm)',b'Dual-core 1.2 GHz Cortex-A7',b'Adreno 302',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',b'eMMC 4.5',,,b'480p@30fps',"b'2 MP, f/2.7, 36mm (standard), 1/5.0""'",b'480p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'A-GPS, GLONASS'",b'No',"b'FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1560 mAh, removable'",,"b'Black, White, Green, Orange'",,b'0.81 W/kg (head) \xc2\xa0 \xc2\xa0 0.53 W/kg (body)',b'About 70 EUR',,,b'VGA',,b'Up to 21 h (2G) / Up to 11 h 45 min (3G)',b'Up to 504 h (2G) / Up to 504 h (3G)',,b'Up to 64 h',b'0.58 W/kg (head) \xc2\xa0 \xc2\xa0 0.54 W/kg (body)',,,,,,,,,,,,,,b'Endurance rating 58h',,,
b'microsoft',b'Microsoft Lumia 535 Dual SIM',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-535-ds.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100 - RM-1090',,b'HSPA 42.2/5.76 Mbps',"b'2014, November. Released 2014, December'",b'Discontinued',b'140.2 x 72.4 x 8.8 mm (5.52 x 2.85 x 0.35 in)',b'146 g (5.15 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~220 ppi density)'",b'Corning Gorilla Glass 3',b'Microsoft Windows Phone 8.1',b'Qualcomm Snapdragon 200 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 302',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',b'HSDPA 850 / 900 / 1900 / 2100 - RM-1092',,b'LED flash',b'480p@30fps',"b'5 MP, f/2.4, 28mm (wide), 1/4.0"", AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA, hotspot'","b'4.0, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1905 mAh, removable (BL-L4A)'",,"b'Orange, green, white, black, gray, blue'",,b'0.49 W/kg (head) \xc2\xa0 \xc2\xa0 0.44 W/kg (body)',b'About 80 EUR',,,b'5 MP',,b'Up to 11 h (2G) / Up to 13 h (3G)',b'Up to 336 h',,b'Up to 78 h',b'0.60 W/kg (head) \xc2\xa0 \xc2\xa0 0.55 W/kg (body)',,,,,,,,b'eMMC 4.5',,,,,b'Photo',b'Endurance rating 44h',,b'Voice 66dB / Noise 64dB / Ring 71dB',b'Noise -93.9dB / Crosstalk -94.2dB'
b'microsoft',b'Microsoft Lumia 535',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-535.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA 42.2/5.76 Mbps',"b'2014, November. Released 2014, December'",b'Discontinued',b'140.2 x 72.4 x 8.8 mm (5.52 x 2.85 x 0.35 in)',b'146 g (5.15 oz)',b'Micro-SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~220 ppi density)'",b'Corning Gorilla Glass 3',"b'Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10'",b'Qualcomm Snapdragon 200 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 302',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',b'eMMC 4.5',,b'LED flash',b'480p@30fps',"b'5 MP, f/2.4, 28mm (wide), 1/4.0"", AF'",b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA, hotspot'","b'4.0, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1905 mAh, removable (BL-L4A)'",,"b'Orange, green, white, black, gray, blue'",,b'0.46 W/kg (head) \xc2\xa0 \xc2\xa0 0.38 W/kg (body)',b'About 80 EUR',,,b'5 MP',,b'Up to 11 h (2G) / Up to 13 h (3G)',b'Up to 552 h',,b'Up to 78 h',b'0.62 W/kg (head) \xc2\xa0 \xc2\xa0 0.57 W/kg (body)',,,,,,,,,,,,,,,,,
b'microsoft',b'Microsoft Surface 2',b'https://fdn2.gsmarena.com/vv/bigpic/microsoft-surface-2.jpg',b'No cellular connectivity',b'N/A',,,,"b'2013, September. Released 2013, October'",b'Discontinued',b'274.6 x 172.5 x 8.9 mm (10.81 x 6.79 x 0.35 in)',b'675.9 g (1.49 lb)',b'No',b'TFT',"b'10.6 inches, 309.8 cm2 (~65.4% screen-to-body ratio)'","b'1920 x 1080 pixels, 16:9 ratio (~208 ppi density)'",,b'Microsoft Windows RT',b'Nvidia Tegra 4 T40',b'Quad-core 1.7 GHz Cortex-A15',b'ULP GeForce (72 cores)',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 64GB 2GB RAM'",b'Built-in 2-stage kickstand',,b'LED flash',b'1080p@30fps',"b'5 MP, AF'",b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct'","b'4.0, A2DP'",b'No',b'No',b'No',"b'USB 3.0, USB On-The-Go'","b'Accelerometer, gyro, compass'","b'Li-Ion, non-removable'",,b'Dark Titanium',,,b'About 330 EUR',,,b'3.5 MP',,,,,,,b'No',b'No',,,,,,b'ClearType technology',b'TV-out via HDMI port MP4/DivX/XviD/WMV/H.264 player MP3/WAV/eAAC+/FLAC player Photo viewer/editor Microsoft Office 2013 RT  SkyDrive (200 GB cloud storage) Skype free international calls and Wi-Fi for 1 year',,,,,,,,
b'microsoft',b'Microsoft Surface',b'https://fdn2.gsmarena.com/vv/bigpic/microsoft-surface.jpg',b'No cellular connectivity',b'N/A',,,,"b'2012, October. Released 2012, November'",b'Discontinued',b'274.6 x 172 x 9.4 mm (10.81 x 6.77 x 0.37 in)',b'680.4 g (1.50 lb)',b'No',b'TFT',"b'10.6 inches, 309.7 cm2 (~65.6% screen-to-body ratio)'","b'1366 x 768 pixels, 16:9 ratio (~148 ppi density)'",,b'Microsoft Windows RT',b'Nvidia Tegra 3 T30',b'Quad-core 1.3 GHz Cortex-A9',b'ULP GeForce',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 64GB 2GB RAM'",b'Built-in kickstand',,,b'720p',b'1.2 MP',b'720p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct'","b'4.0, A2DP'",b'No',b'No',b'No',"b'USB 2.0, USB On-The-Go'","b'Accelerometer, gyro, compass'","b'Li-Ion battery, non-removable (31.5 Wh)'",,b'Dark Titanium',,,b'About 260 EUR',,,b'1.2 MP',,b'Up to 8 h',b'Up to 360 h',,,,b'No',b'No',,,,,,b'ClearType technology',b'TV-out MP4/DivX/XviD/WMV/H.264 player MP3/WAV/eAAC+/FLAC player Photo viewer/editor Microsoft Office 2013 RT',,,b'Contrast ratio: 1324:1 (nominal)',,,,,b'Noise -82.6dB / Crosstalk -81.7dB'
b'microsoft',b'Microsoft Kin TWOm',b'https://fdn2.gsmarena.com/vv/bigpic/kin-twom.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,b'EV-DO Rev.A 3.1 Mbps',"b'2010, November. Released 2010, November'",b'Discontinued',b'111.3 x 59.9 x 16.3 mm (4.38 x 2.36 x 0.64 in)',b'133 g (4.69 oz)',b'Mini-SIM',b'TFT',"b'3.4 inches, 34.4 cm2 (~51.6% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~170 ppi density)'",,,b'Nvidia Tegra',b'600MHz ARM 11',,b'No',b'8GB 256MB RAM',b'No',,b'LED flash',b'720p',"b'8 MP, AF'",,"b'Yes, with stereo speakers'",b'Yes',b'Wi-Fi 802.11 b/g',"b'2.1, A2DP'",b'No',,"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity'",b'Removable Li-Ion battery',,b'Black',,b'1.29 W/kg (head) \xc2\xa0 \xc2\xa0 0.76 W/kg (body)',b'About 160 EUR',,,,,b'Up to 6 h',b'Up to 232 h',,,,,,"b'Practically unlimited entries and fields, Photocal'",b'Practically unlimited',"b'SMS(threaded view), MMS, Email, Push Email'",b'No',"b'Yes, MIDP 2.0'","b'SNS integration MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player MS Office (Word, Excel, PowerPoint, OneNote, PDF viewer) Voice memo/dial/commands Predictive text input'",,b'QWERTY',"b'WAP 2.0/xHTML, HTML'",,,,,,
b'microsoft',b'Microsoft Kin ONEm',b'https://fdn2.gsmarena.com/vv/bigpic/kin-onem.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,b'EV-DO Rev.A 3.1 Mbps',"b'2010, November. Released 2010, November'",b'Discontinued',b'84.1 x 67.6 x 18.5 mm (3.31 x 2.66 x 0.73 in)',b'110.6 (3.88 oz)',b'Mini-SIM',b'TFT',"b'2.6 inches, 20.9 cm2 (~36.8% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~154 ppi density)'",,,b'Nvidia Tegra',b'600MHz ARM 11',,b'No',b'4GB 256MB RAM',b'No',,b'Dual-LED flash',b'480p@30fps',"b'5 MP, AF'",,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g',"b'2.1, A2DP'","b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity'",b'Removable Li-Ion 1240 mAh battery',,b'Black',,b'1.38 W/kg (head) \xc2\xa0 \xc2\xa0 0.49 W/kg (body)',b'About 90 EUR',,,,,b'Up to 5 h 40 min',b'Up to 210 h',,,,,,"b'Practically unlimited entries and fields, Photocal'",b'Practically unlimited',"b'SMS(threaded view), MMS, Email, Push Email'",b'Yes + downloadable',"b'Yes, MIDP 2.1'","b'MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player Facebook and Twitter integration YouTube client MS Office (Word, Excel, PowerPoint, OneNote, PDF viewer) Voice memo Predictive text input'",,b'QWERTY',"b'WAP 2.0/xHTML, HTML'",,,,,,
b'microsoft',b'Microsoft Kin Two',b'https://fdn2.gsmarena.com/vv/bigpic/microsoft-kin-two-new.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA 7.2/2 Mbps',"b'2010, April'",b'Cancelled',b'115.1 x 65.3 x TBC mm',b'-',b'Mini-SIM',b'TFT',"b'3.4 inches, 34.4 cm2 (~45.8% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~170 ppi density)'",,,b'Nvidia Tegra',b'600MHz ARM 11',,b'No',b'8GB 256MB RAM',b'',,b'LED flash',b'720p',"b'8 MP, AF'",,"b'Yes, with stereo speakers'",b'Yes',b'Wi-Fi 802.11 b/g',"b'2.1, A2DP'","b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity'",b'Removable Li-Ion 1390 mAh battery',,b'Black',,,b'About 330 EUR',,,,,,b'Up to 232 h',,,,,,"b'Practically unlimited entries and fields, Photocal'",b'Practically unlimited',"b'SMS(threaded view), MMS, Email, Push Email'",b'Yes + downloadable',"b'Yes, MIDP 2.1'",b'No',"b'MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player Facebook and Twitter integration YouTube client MS Office (Word, Excel, PowerPoint, OneNote, PDF viewer) Voice memo Predictive text input'",b'QWERTY',"b'WAP 2.0/xHTML, HTML'",,,,,,
b'microsoft',b'Microsoft Kin One',b'https://fdn2.gsmarena.com/vv/bigpic/microsoft-kin-one-new.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA 7.2/2 Mbps',"b'2010, April'",b'Cancelled',b'82.6 x 63.5 x 19.1 mm (3.25 x 2.5 x 0.75 in)',b'110.6 (3.88 oz)',b'Mini-SIM',b'TFT',"b'2.6 inches, 20.9 cm2 (~39.9% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~154 ppi density)'",,,b'Nvidia Tegra',b'600MHz ARM 11',,b'No',b'4GB 256MB RAM',b'',,b'Dual-LED flash',b'480p@30fps',"b'5 MP, AF'",,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g',"b'2.1, A2DP'","b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity'",b'Removable Li-Ion 1240 mAh battery',,b'Black',,,b'About 290 EUR',,,,,,b'Up to 200 h',,,,,,"b'Practically unlimited entries and fields, Photocal'",b'Practically unlimited',"b'SMS(threaded view), MMS, Email, Push Email'",b'Yes + downloadable',"b'Yes, MIDP 2.1'",b'No',"b'MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player Facebook and Twitter integration YouTube client MS Office (Word, Excel, PowerPoint, OneNote, PDF viewer) Voice memo Predictive text input'",b'QWERTY',"b'WAP 2.0/xHTML, HTML'",,,,,,
b'microsoft',b'Microsoft Lumia 850',b'https://fdn2.gsmarena.com/vv/bigpic/microsoft-lumia-850-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'Not announced yet',b'Cancelled',b'-',b'-',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'(To be confirmed)',b'Microsoft Windows 10',b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC (dedicated slot)',b'16GB 1GB RAM',b'ClearBlack display',,"b'Carl Zeiss optics, LED flash, panorama'","b'1080p@30fps, stereo sound rec.'","b'10 MP, 1/3.4"", AF, OIS'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot'","b'4.1, A2DP, EDR, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion, removable'",b'Qi wireless charging',b'Black',,,,,b'LED flash',b'2 MP',,,,,,,,,,,,,,b'eMMC 4.5',,,,,,,,,
b'microsoft',b'Microsoft Lumia 1030',b'https://fdn2.gsmarena.com/vv/bigpic/microsoft-lumia-1030r.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - all versions',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'Not announced yet',b'Cancelled',b'-',b'-',b'Nano-SIM',b'AMOLED',"b'5.5 inches, 83.4 cm2'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Corning Gorilla Glass 4',b'Microsoft Windows 8.1',,b'Quad-core',,b'microSDXC (dedicated slot)',b'32GB 2GB RAM',b'HSDPA 850 / 900 / 1700 / 1900 / 2100',,"b'Carl Zeiss optics, dual-LED flash, panorama, HDR'","b'4K@30fps, 1080p@30fps, 4x lossless digital zoom'","b'20 MP, 1/1.2"", AF, OIS'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot'","b'4.0, A2DP, EDR, LE, aptX'","b'Yes, with A-GPS, GLONASS'",b'Yes',"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass, barometer'",b'Li-Ion 2600 mAh battery',,"b'Black, Gray, Silver'",,,,,,b'2 MP',,,,,,,,,,,,,,"b'2, 4, 5, 17'",b'PureMotion HD+ ClearBlack display',,,,,,,,
b'microsoft',b'Microsoft Lumia 1330',b'https://fdn2.gsmarena.com/vv/bigpic/microsoft.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 2100',"b'3, 7, 20'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'Not announced yet',b'Cancelled',b'-',b'-',b'Micro-SIM',b'IPS LCD',"b'5.7 inches, 89.6 cm2 (~63.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~258 ppi density)'",b'Corning Gorilla Glass 4',b'Microsoft Windows Phone 8.1',b'Qualcomm MSM8930AB Snapdragon 400 (28 nm)',b'Dual-core 1.7 GHz Krait 300',b'Adreno 305',b'To be confirmed',b'32GB 1GB RAM',b'ClearBlack display',,"b'LED flash, panorama'",b'1080p@30fps',"b'14 MP, AF'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, EDR, LE, aptX'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion, non-removable'",,"b'Yellow, white, black, red'",,,,,,b'5 MP',,,,,,,,,,,,,,b'eMMC 4.5',,,,,,,,,
