Brand,Model Name,Model Image,Technology,2G bands,3G bands,,4G bands,_1,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,128GB 4GB RAM,_1_1,Build,Single_1,Features_1,4GB 512MB RAM,5G bands,Protection,Dual,Phonebook,Call records,Messaging,Games,Java,SAR,SAR EU,128MB 64MB RAM,Triple,32GB 3GB RAM,64GB 3GB RAM,32GB 2GB RAM,16GB 2GB RAM,GPRS,EDGE,Stand-by,Talk time,128GB 8GB RAM,64GB 6GB RAM,64GB 8GB RAM,16GB 1GB RAM,16MB 8MB RAM,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,128GB 6GB RAM,4GB 512MB,Five,8GB 1GB RAM,Music play,Stand-by_1,Talk time_1,16GB 3GB RAM,Keyboard,Browser,Infrared port,Alert types,Languages,Clock,Alarm
b'o2',b'O2 XDA Serra',b'https://fdn2.gsmarena.com/vv/bigpic/o2-xda_serra.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 2100',b'Handwriting recognition',,b'MP3/WAV/WMA player MP4/WMV/3gp player Pocket Office  Voice memo Predictive text input',b'HSPA 7.2/0.384 Mbps',"b'2008, July. Released 2008, September'",b'Discontinued',b'102 x 51 x 18.1 mm (4.02 x 2.01 x 0.71 in)',b'165 g (5.82 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 24.3 cm2 (~46.7% screen-to-body ratio)'","b'480 x 640 pixels, 4:3 ratio (~286 ppi density)'",b'Microsoft Windows Mobile 6.1 Professional',b'Qualcomm MSM7201A',b'528 MHz ARM 11',b'Adreno 130',b'microSD (dedicated slot)',"b'288MB RAM, 512MB ROM'",,b'LED flash',b'Yes',"b'3.15 MP, AF'",b'',b'Yes',b'No',b'Wi-Fi 802.11 b/g',"b'2.0, A2DP'","b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'miniUSB',b'Accelerometer',b'Removable Li-Ion 1340 mAh battery',,b'Black',,,,,,,b'VGA videocall camera',,,,,,,,,,,,,,,,,,,,,b'Up to 406 h',b'Up to 8 h',,,,,,,,,,,,,,,,,,,,b'QWERTY',"b'WAP 2.0/xHTML, HTML'",,,,,
b'o2',b'O2 XDA Guide',b'https://fdn2.gsmarena.com/vv/bigpic/o2-xda-guide.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 2100',b'TouchFLO finger swipe navigation Handwriting recognition 5-way navigation',,b'No',b'HSPA',"b'2008, December. Released 2009, February'",b'Discontinued',b'102 x 53.5 x 14.5 mm (4.02 x 2.11 x 0.57 in)',b'102 g (3.60 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 24.3 cm2 (~44.5% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 6.1 Professional',b'Qualcomm MSM7225 Snapdragon S1',b'528 MHz ARM 11',b'No',"b'microSD (dedicated slot), 1 GB included'","b'256MB RAM, 512MB ROM'",,,b'CIF',b'3.15 MP',,b'Yes',b'No',b'Wi-Fi 802.11 b/g',"b'2.0, A2DP'","b'Yes, with A-GPS; TomTom NAVIGATOR 7'",,b'No',b'miniUSB',b'',b'Removable Li-Ion 1110 mAh battery',,b'Grey',,,,,b'HTC Footprints Pocket Office  Voice memo MP3/AAC player 3GP/MP4/WMV/AVI player Predictive text input',,,,,,,,,,,,,,,,,,,,,,,b'Up to 400 h',b'Up to 6 h 30 min',,,,,,,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML'",,,,,
b'o2',b'O2 XDA Zest',b'https://fdn2.gsmarena.com/vv/bigpic/o2-xda-zest.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 2100',b'Handwriting recognition',,b'SiRF star III chipset Pocket Office  Voice memo MP3 player Predictive text input',b'HSPA 3.6/0.384 Mbps',"b'2008, October. Released 2008, November'",b'Discontinued',b'102 x 60.5 x 16.5 mm (4.02 x 2.38 x 0.65 in)',b'102.5 g (3.60 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 24.3 cm2 (~39.3% screen-to-body ratio)'","b'480 x 640 pixels, 4:3 ratio (~286 ppi density)'",b'Microsoft Windows Mobile 6.1 Professional',,b'624MHz Marvell TavorP',,b'microSDHC (dedicated slot)',"b'128MB RAM, 256MB ROM'",,,b'Yes',"b'3.15 MP, AF'",b'',b'Yes',b'No',b'Wi-Fi 802.11 b/g',"b'2.0, A2DP'","b'Yes, with A-GPS,  SiRF Star III chipset'",,b'No',b'miniUSB 1.1',b'',b'Removable Li-Ion 1300 mAh battery',,b'Black',,,,,,,b'VGA videocall camera',,,,,,,,,,,,,,,,,,,,,b'Up to 260 h',b'Up to 5 h',,,,,,,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML'",,,,,
b'o2',b'O2 XDA Ignito',b'https://fdn2.gsmarena.com/vv/bigpic/o2-xda-ignito.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 2100',b'TouchFLO 3D finger swipe navigation Handwriting recognition',,b'Pocket Office  Voice memo MP3 player',b'HSPA 7.2/0.384 Mbps',"b'2008, August. Released 2008, August'",b'Discontinued',b'102 x 51 x 11.5 mm (4.02 x 2.01 x 0.45 in)',b'110 g (3.88 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 24.3 cm2 (~46.7% screen-to-body ratio)'","b'480 x 640 pixels, 4:3 ratio (~286 ppi density)'",b'Microsoft Windows Mobile 6.1 Professional',b'Qualcomm MSM7201A',b'528 MHz ARM 11',b'Adreno 130',b'No',b'4GB 192MB RAM',,,b'CIF@30fps',"b'3.15 MP, AF'",b'',b'Yes',b'No',b'Wi-Fi 802.11 b/g',"b'2.0, A2DP'","b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'miniUSB',b'Accelerometer',b'Removable Li-Ion 900 mAh battery',,b'Black',,,,,,,b'VGA videocall camera',,,,,,,,,,,,,,,,,,,,,b'Up to 285 h',b'Up to 5 h 30 min',,,,,,,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML'",,"b'Vibration; Downloadable polyphonic, MP3, WAV, WMA ringtones'",,,
b'o2',b'O2 XDA Stellar',b'https://fdn2.gsmarena.com/vv/bigpic/o2-xda-stellar.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100',b'Handwriting recognition',,b'Pocket Office  Business card reader Voice memo Media Player 10',b'HSPA 3.6/0.384 Mbps',"b'2007, November'",b'Cancelled',b'112 x 59 x 18.6 mm (4.41 x 2.32 x 0.73 in)',b'190 g (6.70 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 24.3 cm2 (~36.7% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 6.0 Professional',b'Qualcomm MSM7200',b'400 MHz ARM 11',b'Adreno 130',b'microSD',"b'128MB RAM, 256MB ROM'",,,b'Yes',"b'3.15 MP, AF'",b'',b'Yes',b'No',b'Wi-Fi 802.11b/g',b'2.0',"b'Yes, with A-GPS'",,b'No',b'2.0',b'',b'Removable Li-Ion 1350 mAh battery',,b'Silver',,,,,,,b'VGA videocall camera',,,,,,,,,,,,,,,,,,,,,b'Up to 365 h',b'Up to 5 h',,,,,,,,,,,,,,,,,,,,b'QWERTY',"b'WAP 2.0/xHTML, HTML (PocketIE)'",,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'o2',b'O2 XDA Orbit II',b'https://fdn2.gsmarena.com/vv/bigpic/o2-xda-orbit2-ofic.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 2100',b'HSDPA 850 / 1900',,b'TouchFLO finger swipe navigation Handwriting recognition 4-way navigation wheel',b'HSPA 3.6/0.384 Mbps',"b'2007, November. Released 2008, February'",b'Discontinued',b'110 x 58 x 15.5 mm (4.33 x 2.28 x 0.61 in)',b'130 g (4.59 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 24.3 cm2 (~38.1% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 6.0 Professional',b'Qualcomm MSM7200',b'400 MHz ARM 11',b'Adreno 130',"b'microSD (dedicated slot), SD 2.0 compatible'","b'128MB RAM, 256MB ROM'",,,b'Yes',"b'3.15 MP, AF'",b'',b'Yes',b'No',b'Wi-Fi 802.11b/g',"b'2.0, A2DP'","b'Yes, CoPilot Live Navigator'",,b'FM radio',b'miniUSB',b'',b'Removable Li-Ion 1350 mAh battery',,b'Black',,,,,b'Pocket Office  Voice memo MP3/AAC/AAC+/WMA/WAV/AMR-NB player Predictive text input',,b'VGA',,,,,,,,,,,,b'1.72 W/kg (head)',,,,,,,,,b'Up to 400 h (2G) / Up to 450 h (3G)',b'Up to 7 h (2G) / Up to 4 h (3G)',,,,,,,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'",,"b'Vibration; Downloadable polyphonic, MP3, AAC ringtones'",,,
b'o2',b'O2 XDA Comet',b'https://fdn2.gsmarena.com/vv/bigpic/o2-xda-comet.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 1900 / 2100',b'Handwriting recognition',,b'Pocket Office  Voice memo MP3/AAC player',b'HSPA',"b'2007, September'",b'Discontinued',b'106 x 58 x 19 mm (4.17 x 2.28 x 0.75 in)',b'145 g (5.11 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.7 inches, 22.6 cm2 (~36.7% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~148 ppi density)'",b'Microsoft Windows Mobile 6.0 Professional',,b'Intel XScale PXA 270 620 MHz',,b'miniSD',"b'64MB RAM, 1GB ROM'",,b'LED flash',b'Yes',b'2 MP',b'',b'Yes',b'No',b'Wi-Fi 802.11b/g',b'1.2',b'No',,"b'Stereo FM radio, RDS'",b'miniUSB',b'',b'Removable Li-Ion battery',,b'Silver',,,,,,,b'VGA videocall camera',,,,,,,,,,,,,,,,,,,,,b'Up to 200 h',b'Up to 6 h',,,,,,,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'",b'Yes',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'o2',b'O2 XDA Nova',b'https://fdn2.gsmarena.com/vv/bigpic/o2-xda-nova.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,b'TouchFLO finger swipe navigation Handwriting recognition 5-way navigation',,b'No',,"b'2007, June'",b'Discontinued',b'100 x 58 x 14 mm (3.94 x 2.28 x 0.55 in)',b'120 g (4.23 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 24.3 cm2 (~41.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Microsoft Windows Mobile 6.0 Professional',b'TI OMAP 850',b'200 MHz ARM926EJ-S',,"b'microSD (dedicated slot), 1 GB included'","b'128MB RAM, 256MB ROM'",,,b'Yes',b'2 MP',,b'Yes',b'No',b'Wi-Fi 802.11b/g',b'2.0',b'No',,b'No',b'miniUSB',b'',b'Removable Li-Ion battery',,"b'Soft Black, Wasabi Green'",,b'About 520 EUR',,,b'Pocket Office  Voice memo MP3/AAC player',,,,,,,,,,,,,,,,,,,,,b'Class 10',b'Yes',b'Up to 200 h',b'Up to 3 h 30 min',,,,,,,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'",,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'o2',b'O2 XDA Terra',b'https://fdn2.gsmarena.com/vv/bigpic/o2-xda-terra.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,b'Handwriting recognition',,b'No',,"b'2007, March'",b'Discontinued',b'109 x 59 x 17 mm (4.29 x 2.32 x 0.67 in)',b'168 g (5.93 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.7 inches, 42 x 57 mm, 22.6 cm2 (~35.1% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~148 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',b'TI OMAP 850',b'200 MHz ARM926EJ-S',,b'microSD (dedicated slot)',"b'64MB RAM, 128MB ROM'",,,b'QCIF',b'2 MP',,b'Yes',b'No',b'Wi-Fi 802.11b/g',"b'2.0, A2DP'",b'No',,b'No',b'1.1',b'',b'Removable Li-Ion battery',,b'Black',,,,,b'Pocket Office  Voice memo MP3/AAC player',,,,,,,,,,,,,,,,,,,,,b'Class 10',b'Class 10',b'Up to 200 h',b'Up to 5 h',,,,,,,,,,,,,,,,,,,,b'QWERTY',"b'WAP 2.0/xHTML, HTML (PocketIE)'",,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'o2',b'O2 XDA Argon',b'https://fdn2.gsmarena.com/vv/bigpic/o2-xda-argon.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,b'Handwriting recognition 5-way navigation',,b'No',,"b'2007, May'",b'Discontinued',b'130 x 70 x 18.8 mm (5.12 x 2.76 x 0.74 in)',b'200 g (7.05 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'3.5 inches, 37.9 cm2 (~41.7% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~114 ppi density)'",b'Microsoft Windows Mobile 5.0 PocketPC',,b'32-bit Samsung SC3 2442 400 MHz',,b'SD',"b'128MB RAM, 256MB ROM'",,,b'Yes',b'2 MP',,b'Yes',b'No',b'Wi-Fi 802.11b/g',b'2.0',b'No',,b'No',b'miniUSB',b'',b'Removable Li-Ion 1300 mAh battery',,b'Silver',,,,,b'Pocket Office   Voice memo MP3/AAC player',,,,,,,,,,,,,,,,,,,,,b'Class 10',b'No',b'Up to 200 h',b'Up to 4 h',,,,,,,,,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML (PocketIE)'",b'Yes',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'o2',b'O2 XDA Star',b'https://fdn2.gsmarena.com/vv/bigpic/o2-xda-star.gif',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 2100',b'TouchFLO finger swipe navigation Handwriting recognition',,b'Pocket Office  Voice memo MP3/AAC player',b'HSPA 3.6/0.384 Mbps',"b'2007, October'",b'Cancelled',b'107 x 55 x 15.8 mm (4.21 x 2.17 x 0.62 in)',b'120 g (4.23 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.6 inches, 20.9 cm2 (~35.6% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~154 ppi density)'",b'Microsoft Windows Mobile 6.0 Professional',b'Qualcomm MSM7200',b'400 MHz ARM 11',b'Adreno 130',b'microSD',"b'96MB RAM, 128MB ROM'",,,b'Yes',b'2 MP',b'',b'Yes',b'No',b'No',b'2.0',b'No',,b'No',b'miniUSB',b'',b'Removable Li-Ion 1120 mAh battery',,b'Black',,,,,,,b'CIF videocall camera',,,,,,,,,,,,,,,,,,,,,b'Up to 250 h',b'Up to 5 h',,,,,,,,,,,,,,,,,,,,b'Half-QWERTY',"b'WAP 2.0/xHTML, HTML (PocketIE)'",,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
b'o2',b'O2 Cocoon',b'https://fdn2.gsmarena.com/vv/bigpic/o2-cocoon.gif',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 2100',b'Hidden LED display on front shell',,b'MP3/AAC/AAC+ player Predictive text input Organizer',"b'Yes, 384 kbps'","b'2007, June'",b'Discontinued',b'94 x 49 x 21 mm (3.70 x 1.93 x 0.83 in)',b'114 g (4.02 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.28 inches, 16.1 cm2 (~35.0% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~175 ppi density)'",,,,,b'microSD (dedicated slot)',b'2GB',,b'LED flash',b'Yes',"b'2 MP, AF'",b'',b'Yes',b'Yes',b'No',"b'2.0, A2DP'",b'No',,"b'Stereo FM radio, RDS'",b'2.0',b'',b'Removable Li-Ion battery',,b'White',,,,,,,b'Videocall camera',,,,,,"b'1000 entries, Photocall'","b'20 dialed, 20 received, 20 missed calls'","b'SMS, MMS, Email'","b'Tetris, Ice Hockey, Sims2 + downloadable'",b'Yes',,,,,,,,,,,b'Up to 350 h',b'Up to 5 h',,,,,,,,,b'Voice 65dB / Noise 65dB / Ring 78dB',b'Noise -80.1dB / Crosstalk -79.6dB',,,,,,,,,,,"b'WAP 2.0/xHTML, HTML'",,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,
