Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,Type_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1,Internal,Alert types,_1_1,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,Stand-by_1,Talk time_1
b'sagem',b'Sagem Puma Phone',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-puma-phone.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 900 / 2100',b'HSPA 7.2/2 Mbps',"b'2010, February. Released 2010, August'",b'Discontinued',b'102 x 56 x 13 mm (4.02 x 2.20 x 0.51 in)',b'115 g (4.06 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 256K colors'","b'2.8 inches, 24.3 cm2 (~42.5% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'","b'microSDHC (dedicated slot), 2 GB included'",b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'3.15 MP',b'LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',b'No',"b'2.1, A2DP'","b'Yes, with A-GPS'","b'Stereo FM radio, RDS'",b'2.0',"b'Accelerometer, compass'","b'SMS, MMS, Email, IM'","b'WAP 2.0/xHTML, HTML'",b'Yes',"b'Yes, MIDP 2.0'","b'Integrated solar cell with charge indicator Bike Tracker, Run Tracker, Pedometer PUMA services'",b'Removable Li-Ion 880 mAh battery',b'Up to 350 h',b'Up to 5 h (2G) / Up to 4 h (3G)',b'Up to 24 h',b'Black',b'About 400 EUR',,,,,,,,,,,,,,,
b'sagem',b'Sagem my421z',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my421z.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, September. Released 2008, October'",b'Discontinued',b'97 x 46 x 14 mm (3.82 x 1.81 x 0.55 in)',b'95 g (3.35 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.6 cm2 (~28.2% screen-to-body ratio)'",b'176 x 220 pixels (~141 ppi density)',b'microSD (dedicated slot)',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'1.3 MP',,b'Yes',,,b'No',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion battery',b'Up to 250 h',b'Up to 3 h 30 min',,"b'Black, Silver, Pink'",,b'Yes',b'No',b'MP3/AAC player Predictive text input Organizer',,,,,,,,,,,,
b'sagem',b'Sagem Roland Garros',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-rg.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, February. Released 2008, April'",b'Discontinued',b'106.9 x 46.3 x 10.9 mm (4.21 x 1.82 x 0.43 in)',b'81 g (2.86 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'120 x 160 pixels, 4:3 ratio'",b'microSD (dedicated slot)',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'1.3 MP',,b'No',,,b'Yes',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion battery',b'Up to 220 h',b'Up to 3 h',,b'Black',,b'Yes',b'No',b'MP3 player Predictive text input Organizer Voice memo',b'13MB',b'Vibration; Polyphonic ringtones',,,,,,,,,,
b'sagem',b'Sagem myMobileTV 2',b'https://fdn2.gsmarena.com/vv/bigpic/mymobile-tv.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, February. Released 2008, April'",b'Discontinued',b'-',b'-',b'Mini-SIM',"b'TFT, 256K colors'",b'',"b'240 x 320 pixels, 4:3 ratio'",b'microSD (dedicated slot)',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'2 MP',,b'Yes',,,b'Yes',b'No',b'No',"b'1.1, A2DP'",b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'","b'spin-and-rotate display external 65K TFT display, 72 x 96 pixel resolution'",b'Removable Li-Ion battery',,b'Up to 5 h',,b'Black',,b'Yes',b'No',b'No',b'25MB',b'Vibration; Polyphonic ringtones',b'DVB-H receiver-decoder MP3 player Predictive text input Organizer Voice memo',,,,,,,,,
b'sagem',b'Sagem my411C Oxbow',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my411c-oxbow.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, February. Released 2008'",b'Discontinued',b'91 x 46 x 16.5 mm (3.58 x 1.81 x 0.65 in)',b'87 g (3.07 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',b'128 x 160 pixels',b'microSD (dedicated slot)',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'VGA',,b'Yes',,,b'Yes',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'Yes',b'No',b'External monochrome display',b'Removable Li-Ion battery',b'Up to 210 h',b'Up to 3 h',,b'',,b'Yes',b'No',b'No',b'10MB',,b'MP3 player Organizer Predictive text input',,,,,,,,,
b'sagem',b'Sagem my855c',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my855c.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 2100',b'HSPA 3.6/0.384 Mbps',"b'2008, February. Released 2008'",b'Discontinued',b'96 x 49 x 16 mm (3.78 x 1.93 x 0.63 in)',b'95 g (3.35 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.4 cm2 (~26.3% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~200 ppi density)'",b'microSD (dedicated slot)',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'2 MP',,b'Yes',b'VGA videocall camera',b'',b'Yes',b'No',b'No',"b'2.0, A2DP'",b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Instant Messaging'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'Music player Predictive text input Organizer',b'Removable Li-Ion battery',b'Up to 300 h',b'Up to 4 h 30 min',,b'',,,,,,b'Vibration; Polyphonic ringtones',,,,,,,,,,
b'sagem',b'Sagem my810x',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my810x.jpg',b'GSM / UMTS',b'GSM 900 / 1800',b'UMTS 2100',"b'Yes, 384 kbps'","b'2007, October'",b'Cancelled',b'104 x 48 x 16 mm (4.09 x 1.89 x 0.63 in)',b'105 g (3.70 oz)',b'Mini-SIM',"b'TFT, 256K colors'",b'',b'176 x 220 pixels',b'microSDHC (dedicated slot)',b'1000 entries',"b'30 dialed, 30 received, 30 missed calls'",b'1.3 MP',,b'Yes',b'VGA videocall camera',b'',b'Yes',b'No',b'No',b'1.2',b'No',b'No',b'1.1',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'MP3 player Organizer Voice memo Predictive text input',b'Removable Li-Ion battery',b'Up to 280 h',b'Up to 5 h',,b'Black',,,,,,,,,,,,,,,,
b'sagem',b'Sagem my750x',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my750x.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 2100',b'HSPA 3.6/0.384 Mbps',"b'2008, February. Released 2008'",b'Discontinued',b'108 x 48 x 11 mm (4.25 x 1.89 x 0.43 in)',b'95 g (3.35 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~34.4% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~167 ppi density)'",b'microSD (dedicated slot)',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'3.15 MP',b'LED flash',b'Yes',b'VGA videocall camera',b'',b'Yes',b'No',b'No',b'Yes',b'No',"b'Stereo FM radio, RDS'",b'Proprietary',b'',"b'SMS, MMS, Instant Messaging'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'Music player Predictive text input Organizer',b'Removable Li-Ion battery',b'Up to 300 h',b'Up to 4 h 30 min',,"b'Violet, Green, Red, Blue, Orange'",,,,,,b'Vibration; Polyphonic ringtones',,,,,,,,,,
b'sagem',b'Sagem my721x',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my721x.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, February. Released 2008, May'",b'Discontinued',b'112 x 48 x 9.8 mm (4.41 x 1.89 x 0.39 in)',b'90 g (3.17 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.6 cm2 (~23.4% screen-to-body ratio)'",b'176 x 220 pixels (~141 ppi density)',b'microSD (dedicated slot)',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'3.15 MP',,b'Yes',,,"b'Yes, with stereo speakers'",b'No',b'No',b'Yes',b'No',"b'Stereo FM radio, RDS'",b'Proprietary',b'',"b'SMS, MMS, Instant Messaging'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion battery',b'Up to 200 h',b'Up to 3 h',,"b'Black, Silver'",,b'Class 10',b'No',b'Music player Predictive text input Organizer',,b'Vibration; Polyphonic ringtones',,,,,,,,,,
b'sagem',b'Sagem my721z',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my721z.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, February. Released 2008'",b'Discontinued',b'106 x 52 x 12 mm (4.17 x 2.05 x 0.47 in)',b'125 g (4.41 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.2 inches, 15.2 cm2 (~27.6% screen-to-body ratio)'",b'176 x 220 pixels (~128 ppi density)',b'microSD (dedicated slot)',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'3.15 MP',,b'Yes',,,b'Yes',b'No',b'No',b'Yes',b'No',"b'Stereo FM radio, RDS'",b'Proprietary',b'',"b'SMS, MMS, Instant Messaging'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'Mirror effect',b'Removable Li-Ion battery',b'Up to 200 h',b'Up to 3 h',,b'Silver',,b'Yes',b'No',b'No',,b'Vibration; Polyphonic ringtones',b'Music player Predictive text input Organizer',,,,,,,,,
b'sagem',b'Sagem my521x',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my521x.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, July'",b'Discontinued',b'107 x 46 x 10 mm (4.21 x 1.81 x 0.39 in)',b'90 g (3.17 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'1.9 inches, 11.4 cm2 (~23.1% screen-to-body ratio)'",b'128 x 160 pixels (~108 ppi density)',b'microSD (dedicated slot)',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'1.3 MP',,b'Yes',,,b'No',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion battery',b'Up to 200 h',b'Up to 3 h',,"b'Black,Silver'",,b'Yes',b'No',b'MP3/AAC player Predictive text input Organizer',b'10MB',b'Vibration; Polyphonic(32) ringtones',,,,,,,,,,
b'sagem',b'Sagem my519x',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my519x.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, February. Released 2008'",b'Discontinued',b'108 x 48 x 11 mm (4.25 x 1.89 x 0.43 in)',b'95 g (3.35 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.6 cm2 (~24.3% screen-to-body ratio)'",b'176 x 220 pixels (~141 ppi density)',b'microSD (dedicated slot)',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'3.15 MP',,b'Yes',,,b'Yes',b'No',b'Wi-Fi 802.11b/g',b'Yes',b'No',"b'Stereo FM radio, RDS'",b'Proprietary',b'',"b'SMS, MMS, Instant Messaging'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion battery',b'Up to 240 h',b'Up to 4 h 30 min',,"b'Violet, Green, Pink'",,b'Yes',b'Class 10',b'Music player Barcode reader Predictive text input Organizer',,b'Vibration; Polyphonic ringtones',,,,,,,,,,
b'sagem',b'Sagem my421x',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my421x.jpg',b'GSM',b'GSM 900 / 1800',,,"b'2008, February. Released 2008'",b'Discontinued',b'107 x 47 x 10 mm (4.21 x 1.85 x 0.39 in)',b'81 g (2.86 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.8 inches, 10.2 cm2 (~20.3% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',b'microSD (dedicated slot)',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'1.3 MP',,b'Yes',,,b'Yes',b'No',b'No',b'Yes',b'No',"b'Stereo FM radio, RDS'",b'Proprietary',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'Glossy effect',b'Removable Li-Ion battery',b'Up to 220 h',b'Up to 3 h 40 min',,b'Black',,b'Yes',b'No',b'No',,b'Vibration; Polyphonic ringtones',b'Music player Predictive text input Organizer',,,,,,,,,
b'sagem',b'Sagem my429x',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my419x.jpg',b'GSM',b'GSM 900 / 1800',,,"b'2008, February'",b'Discontinued',b'106 x 46 x 15 mm (4.17 x 1.81 x 0.59 in)',b'95 g (3.35 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.8 inches, 10.2 cm2 (~20.9% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',b'No',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'VGA',,b'Yes',,,b'Yes',b'No',b'Wi-Fi 802.11b/g',b'Yes',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'Metallic cover with mirror effect',b'Removable Li-Ion battery',b'Up to 370 h',b'Up to 4 h',,b'Silver',,b'Yes',b'No',b'No',,b'Vibration; Polyphonic ringtones',b'Music player Predictive text input Organizer',,,,,,,,,
b'sagem',b'Sagem my419x',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my419x-new.jpg',b'GSM',b'GSM 900 / 1800',,,"b'2008, February'",b'Discontinued',b'106 x 46 x 15 mm (4.17 x 1.81 x 0.59 in)',b'95 g (3.35 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'1.8 inches, 10.2 cm2 (~20.9% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',b'No',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'VGA',,b'Yes',,,b'Yes',b'No',b'Wi-Fi 802.11b/g',b'Yes',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'Metallic cover with mirror effect',b'Removable Li-Ion battery',b'Up to 370 h',b'Up to 4 h',,b'Silver',,b'Yes',b'No',b'No',,b'Vibration; Polyphonic ringtones',b'Music player Predictive text input Organizer',,,,,,,,,
b'sagem',b'Sagem P9522 Porsche',b'https://fdn2.gsmarena.com/vv/bigpic/Sagem-Porsche-P9522.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,"b'2008, October. Released 2008, October'",b'Discontinued',b'112 x 49 x 12 mm (4.41 x 1.93 x 0.47 in)',b'115 g (4.06 oz)',b'Mini-SIM',"b'AMOLED resistive touchscreen, 256K colors'","b'2.8 inches, 22.3 cm2 (~40.7% screen-to-body ratio)'","b'240 x 400 pixels, 5:3 ratio (~167 ppi density)'",b'microSD (dedicated slot)',b'1000 contacts',b'Yes',"b'5 MP, AF'",,b'Yes',,,b'Yes',b'No',b'Wi-Fi 802.11 b/g',b'Yes',"b'Yes, with A-GPS'","b'Stereo FM radio, RDS'",b'Proprietary',b'Fingerprint (front-mounted)',"b'SMS, MMS, Email'","b'WAP 2.0/xHTML, HTML (Opera)'",b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion battery',b'Up to 300 h',b'Up to 4 h',,b'Black',b'About 600 EUR',b'Class 10',b'Class 10',b'MP3/eAAC+ player MP4/H.263 player Organizer Voice memo/dial Predictive text input',,,,b'Scratch-resistant glass',,,,,,,,
b'sagem',b'Sagem P9521 Porsche',b'https://fdn2.gsmarena.com/vv/bigpic/Sagem-Porsche-P9521.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,"b'2008, October. Released 2008, December'",b'Discontinued',b'91.5 x 48.3 x 17.8 mm (3.60 x 1.90 x 0.70 in)',b'139 g (4.90 oz)',b'Mini-SIM',"b'AMOLED, 256K colors'","b'2.2 inches, 15.0 cm2 (~33.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~182 ppi density)'",b'microSD (dedicated slot)',b'1000 contacts',b'Yes',"b'3.15 MP, AF'",b'LED flash',b'Yes',,,b'Yes',b'No',b'No',"b'1.2, A2DP'",b'No',b'No',b'1.1',b'Fingerprint (front-mounted)',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'Secondary external display',b'Removable Li-Ion battery',b'Up to 240 h',b'Up to 3 h 30 min',b'Up to 7 h',b'Black',b'About 1200 EUR',b'Class 10',b'Class 10',b'No',b'22MB',,b'MP3/eAAC+ player MP4/H.263 player Organizer Voice memo/dial Predictive text input',,,,,,,,,
b'sagem',b'Sagem my730c',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my730c.jpg',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'UMTS 2100',"b'Yes, 384 kbps'","b'2008, August. Released 2008, Q4'",b'Discontinued',b'96 x 49 x 16 mm (3.78 x 1.93 x 0.63 in)',b'95 g (3.35 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.4 cm2 (~26.3% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~200 ppi density)'",b'microSD (dedicated slot)',"b'1000 contacts, Photocall'","b'20 dialed, 20 received, 20 missed calls'",b'2 MP',,b'Yes',,,b'Yes',b'No',b'No',b'Yes',b'No',b'No',b'miniUSB',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'Secondary external display Dedicated music keys',b'Removable Li-Ion 920 mAh battery',b'Up to 300 h',b'Up to 4 h',,b'Black',,,,b'No',b'54MB',,b'MP3/MP4 player Organizer Voice memo Predictive text input',,,,,,,,,
b'sagem',b'Sagem my411c',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my411c.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, February'",b'Discontinued',b'91 x 46 x 16 mm (3.58 x 1.81 x 0.63 in)',b'87 g (3.07 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.8 inches, 10.2 cm2 (~24.4% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',b'microSD (dedicated slot)',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'VGA',,b'Yes',,,b'Yes',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'Mirror effect',b'Removable Li-Ion battery',b'Up to 200 h',b'Up to 3 h',,"b'Black, Pink'",,b'Yes',b'No',b'No',,b'Vibration; Polyphonic ringtones',b'Music player Predictive text input Organizer',,,,,,,,,
b'sagem',b'Sagem my312x',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my312x.jpg',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2008, February. Released 2008'",b'Discontinued',b'109 x 48 x 11 mm (4.29 x 1.89 x 0.43 in)',b'87 g (3.07 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'1.8 inches, 10.2 cm2 (~19.5% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',b'No',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",,,,,,b'Yes',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion battery',b'Up to 220 h',b'Up to 3 h 40 min',,b'Black',,b'Yes',b'No',b'Predictive text input Organizer',,b'Vibration; Polyphonic ringtones',,,,,,,,,,
b'sagem',b'Sagem my234x',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my231x.jpg',b'GSM',b'GSM 900 / 1800',,,"b'2008, February. Released 2008'",b'Discontinued',b'106 x 46 x 12 mm (4.17 x 1.81 x 0.47 in)',b'75 g (2.65 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.8 inches, 10.2 cm2 (~20.9% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',b'No',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",,,,,,b'Yes',b'No',b'No',b'No',b'No',b'FM radio',b'Proprietary',b'',b'SMS',b'No',b'Yes',b'No',b'No',b'Removable Li-Ion battery',b'Up to 450 h',b'Up to 6 h',,b'Black',,b'No',b'No',b'Predictive text input Organizer',,b'Vibration; Polyphonic ringtones',,,,,,,,,,
