Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,Card slot,Phonebook,Call records,Internal,Single,Video,_1,Loudspeaker,Alert types,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,_1_1,Type_1,Stand-by,Talk time,Colors,Price,3G bands,Speed,Single_1,Video_1,Infrared port,Features,4G bands,Protection,OS,Chipset,CPU,GPU,Dual,NFC,Models,SAR EU,Features_1,Charging,SAR,Keyboard,Music play
b'vodafone',b'Vodafone Smart V10',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-v10.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',,,"b'2019, May'","b'Available. Released 2019, June'",b'151.3 x 69.9 x 8.2 mm (5.96 x 2.75 x 0.32 in)',b'145 g (5.11 oz)',b'Nano-SIM',b'IPS LCD',"b'5.9 inches, 85.5 cm2 (~80.8% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~291 ppi density)'",b'eMMC 5.1',b'microSDXC (dedicated slot)',,,b'32GB 3GB RAM',b'8 MP',b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",,,,,,"b'Li-Ion 3400 mAh, non-removable'",,,b'Chrome Pewter',b'About 180 EUR',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",,b'',,"b'LED flash, HDR, panorama'","b'1, 3, 5, 7, 8, 28'",b'Asahi Dragontrail Glass',b'Android 9.0 (Pie)',b'Qualcomm SDM429 Snapdragon 429 (12 nm)',b'Quad-core 2.0 GHz Cortex-A53',b'Adreno 504',"b'13 MP, AF 5 MP'",b'No',,,,,,,
b'vodafone',b'Vodafone Smart N10',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-n10.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',,,"b'2019, May'","b'Available. Released 2019, May'",b'148.8 x 69.9 x 8.4 mm (5.86 x 2.75 x 0.33 in)',b'160 g (5.64 oz)',b'Nano-SIM',b'IPS LCD',"b'5.67 inches, 80.9 cm2 (~77.8% screen-to-body ratio)'",b'720 x 1500 pixels (~293 ppi density)',b'eMMC 5.1',b'microSDXC (dedicated slot)',,,b'16GB 2GB RAM',"b'13 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity'",,,,,,"b'Li-Ion 2920 mAh, non-removable'",,,b'Blue Borealis',b'About 150 EUR',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'",b'8 MP',b'1080p@30fps',,"b'LED flash, HDR, panorama'","b'1, 3, 5, 7, 8, 28'",b'Asahi Dragontrail Glass',b'Android 9.0 (Pie)',b'Mediatek MT6761V/WA Helio A22 (12 nm)',b'Quad-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',,b'No',"b'VFD 630, 5048Y'",,,,,,
b'vodafone',b'Vodafone Smart E9',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-e9.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only)',,,"b'2018, December'","b'Available. Released 2018, December'",b'137.6 x 65.7 x 9.8 mm (5.42 x 2.59 x 0.39 in)',b'134 g (4.73 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 64.5 cm2 (~71.4% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~215 ppi density)'",b'eMMC 5.1',b'microSDHC',,,b'8GB 1GB RAM',b'5 MP',b'720p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",,,,,,"b'Li-Ion 2000 mAh, non-removable'",,,b'Anthracite',b'About 70 EUR',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'2 MP',b'',,b'LED flash',"b'1, 3, 7, 8, 20'",,b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6739 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'PowerVR GE8100',,b'No',"b'VFD 527, VFD 528'",b'0.91 W/kg (head) \xc2\xa0 \xc2\xa0 1.63 W/kg (body)',,,,,
b'vodafone',b'Vodafone Smart X9',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-x9.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',,,"b'2018, December'","b'Available. Released 2018, December'",b'148.2 x 71.3 x 8 mm (5.83 x 2.81 x 0.31 in)',b'153 g (5.40 oz)',b'Nano-SIM',b'IPS LCD',"b'5.7 inches, 82.7 cm2 (~78.2% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~427 ppi density)'",b'eMMC 5.1',b'microSDXC (dedicated slot)',,,b'32GB 3GB RAM',"b'16 MP, AF 5 MP, f/2.4, (depth)'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 3100 mAh, non-removable'",,,b'Black',b'About 110 EUR',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'",b'8 MP',b'',,"b'LED flash, HDR, panorama'","b'1, 3, 7, 8, 20'",b'Asahi Dragontrail Glass',b'Android 8.1 (Oreo)',b'Qualcomm SDM450 Snapdragon 450 (14 nm)',b'Octa-core 1.8 GHz Cortex-A53',b'Adreno 506',,b'Yes',b'VFD 820',b'0.40 W/kg (head) \xc2\xa0 \xc2\xa0 1.23 W/kg (body)',,,,,
b'vodafone',b'Vodafone Smart N9',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-n9-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'Yes',b'Yes',"b'2018, June'","b'Available. Released 2018, June'",b'147.1 x 68.8 x 8.7 mm (5.79 x 2.71 x 0.34 in)',b'145 g (5.11 oz)',b'Nano-SIM',b'IPS LCD',"b'5.5 inches, 78.1 cm2 (~77.1% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~293 ppi density)'",b'eMMC 5.1',b'microSDHC',,,b'16GB 2GB RAM',"b'13 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro (market dependent), proximity, compass'",,,,,,"b'Li-Ion 2900 mAh, non-removable'",,,"b'Silver Aluminium, Black Titanium'",b'About 120 EUR',b'HSDPA',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'8 MP',b'',,"b'LED flash, HDR, panorama'","b'1, 3, 5, 7, 8, 20, 28'",,b'Android 8.1 (Oreo)',b'Mediatek MT6739WA (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',,b'Yes',b'VFD 720',b'0.96 W/kg (head) \xc2\xa0 \xc2\xa0 1.56 W/kg (body)',b'LED flash',,,,
b'vodafone',b'Vodafone Smart N9 lite',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-n9-lite-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'Yes',b'Yes',"b'2018, June'","b'Available. Released 2018, June'",b'148.2 x 68.9 x 9.4 mm (5.83 x 2.71 x 0.37 in)',b'155 g (5.47 oz)',b'Nano-SIM',b'IPS LCD',"b'5.34 inches, 73.6 cm2 (~72.1% screen-to-body ratio)'","b'480 x 960 pixels, 18:9 ratio (~201 ppi density)'",b'eMMC 5.1',b'microSDHC',,,b'16GB 1GB RAM',"b'8 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro (market dependent), proximity, compass'",,,,,,b'Li-Ion 2460 mAh battery',,,"b'White Pearl, Black Ice'",b'About 100 EUR',b'HSDPA',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'5 MP',b'',,"b'LED flash, HDR, panorama'","b'1, 3, 5, 7, 8, 20, 28'",,b'Android 8.1 Oreo (Go edition)',b'Mediatek MT6739WA (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',,b'Yes',b'VFD 620',b'0.90 W/kg (head) \xc2\xa0 \xc2\xa0 1.69 W/kg (body)',b'LED flash',,,,
b'vodafone',b'Vodafone Smart Tab N8',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-tab-n8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'Yes',b'Yes',"b'2017, June'","b'Available. Released 2017, June'",b'260 x 155 x 9 mm (10.24 x 6.10 x 0.35 in)',b'465 g (1.03 lb)',b'Micro-SIM',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~73.4% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~149 ppi density)'",,b'microSDXC (dedicated slot)',,,b'16GB 2GB RAM',"b'5 MP, AF'",b'Yes',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'microUSB 2.0',b'Accelerometer',,,,,,"b'Li-Ion 4600 mAh, non-removable'",,,b'Volcano Black',b'About 180 EUR',b'HSDPA',"b'HSPA 42.2/5.76 Mbps, LTE'",b'2 MP',b'',,,b'LTE (unspecified)',,b'Android 7.0 (Nougat)',b'Mediatek MT8735B',b'Quad-core 1.1 GHz Cortex-A7',b'Mali-T720MP2',,b'Yes',,,,,,,
b'vodafone',b'Vodafone Smart E8',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-e8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',,,"b'2017, June'","b'Available. Released 2017, July'",b'145.6 x 72.1 x 9.2 mm (5.73 x 2.84 x 0.36 in)',b'169 g (5.96 oz)',b'Nano-SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.6% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'eMMC 4.5',b'microSDXC (dedicated slot)',,,b'8GB 1GB RAM',b'5 MP',b'Yes',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'microUSB 2.0',"b'Accelerometer, proximity'",,,,,,"b'Li-Ion 2200 mAh, removable'",,,b'Slate Blue',b'About 80 EUR',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'",b'2 MP',b'',,b'LED flash',"b'1, 3, 7, 8, 20'",,b'Android 7.1 (Nougat)',b'Qualcomm MSM8909 Snapdragon 210 (28 nm)',b'Quad-core 1.1 GHz Cortex-A7',b'Adreno 304',,b'Yes',"b'VFD 510, VFD 513'",,,,,,
b'vodafone',b'Vodafone Smart V8',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-v8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'Yes',b'Yes',"b'2017, June'","b'Available. Released 2017, June'",b'155 x 76 x 7.9 mm (6.10 x 2.99 x 0.31 in)',b'166 g (5.86 oz)',b'Nano-SIM',b'LTPS IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'eMMC 5.1',b'microSDXC (dedicated slot)',,,b'32GB 3GB RAM',"b'16 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 3000 mAh, non-removable'",,,b'Black',b'About 230 EUR',b'HSDPA',"b'HSPA 42.2/5.76 Mbps, LTE'",b'8 MP',b'',,"b'LED flash, HDR, panorama'",b'LTE (unspecified)',b'Asahi Dragontrail Glass',b'Android 7.1.1 (Nougat)',b'Qualcomm MSM8940 Snapdragon 435 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',,b'Yes',b'VFD 710',,,b'Charging 10W',,,
b'vodafone',b'Vodafone Smart N8',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-n8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'Yes',b'Yes',"b'2017, June'","b'Available. Released 2017, June'",b'144.5 x 71.9 x 8.6 mm (5.69 x 2.83 x 0.34 in)',b'151 g (5.33 oz)',b'Nano-SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.3% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'eMMC 5.0',b'microSDHC',,,b'16GB 1.5GB RAM',"b'13 MP, AF'",b'720p@30fps',,"b'Yes, dual speakers'",,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'",,,,,,"b'Li-Ion 2400 mAh, non-removable'",,,"b'Graphite, Gold'",b'About 100 EUR',b'HSDPA',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'5 MP',b'',,"b'LED flash, HDR'",b'LTE (unspecified)',,b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',,b'Yes',b'VFD 610',,,,,,
b'vodafone',b'Vodafone Tab Prime 7',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-tab-prime-7.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'Yes',b'Yes',"b'2016, August'","b'Available. Released 2016, August'",b'259.2 x 155.8 x 8 mm (10.20 x 6.13 x 0.31 in)',b'439 g (15.49 oz)',b'Micro-SIM',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~73.2% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~224 ppi density)'",b'eMMC 5.1',b'microSDXC (dedicated slot)',,,b'16GB 2GB RAM',b'5 MP',b'Yes',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'microUSB 2.0',b'Accelerometer',,,,,,"b'Li-Po 5830 mAh, non-removable'",,,b'Silver',b'About 190 EUR',b'HSDPA',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'2 MP',b'',b'Yes',,b'LTE (unspecified)',,b'Android 6.0 (Marshmallow)',b'Qualcomm MSM8937 Snapdragon 430 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',,b'No',,b'1.44 W/kg (head)',,,,,
b'vodafone',b'Vodafone Smart Turbo 7',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-turbo-7.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'Yes',b'Yes',"b'2016, August'","b'Available. Released 2016, August'",b'140.6 x 72.4 x 9.5 mm (5.54 x 2.85 x 0.37 in)',b'167.9 g (5.93 oz)',b'Micro-SIM',b'TFT',"b'5.0 inches, 68.9 cm2 (~67.7% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'microSDHC',,,b'8GB 1GB RAM',b'5 MP',b'Yes',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'microUSB 2.0',b'Accelerometer',,,,,,"b'Li-Ion 2000 mAh, non-removable'",,,"b'Silver, Dark Grey'",b'About 60 EUR',b'HSDPA',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'2 MP',b'',,b'LED flash',b'LTE (unspecified)',,b'Android 6.0 (Marshmallow)',b'Mediatek MT6735M (28 nm)',b'Quad-core 1.0 GHz Cortex-A53',b'Mali-T720MP2',,b'No',"b'VFD 500, VFD 502'",b'1.67 W/kg (head)',,,,,
b'vodafone',b'Vodafone Smart ultra 7',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-ultra-7.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',,,"b'2016, June'","b'Available. Released 2016, June'",b'152.2 x 78.1 x 8.7 mm (5.99 x 3.07 x 0.34 in)',b'150 g (5.29 oz)',b'Micro-SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.2% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",,b'microSDXC (dedicated slot)',,,b'16GB 2GB RAM',"b'13 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,,,,,"b'Li-Ion 2960 mAh, non-removable'",,,"b'Silver, Dark Grey'",b'About 160 EUR',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'5 MP',b'',,"b'LED flash, panorama, HDR'","b'1, 3, 7, 8, 20, 28'",,b'Android 6.0.1 (Marshmallow)',b'Mediatek MT6755M (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',,b'No',b'VFD 700',b'0.54 W/kg (head)',b'LED flash',,,,
b'vodafone',b'Vodafone Smart Platinum 7',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-platinum-7.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'Yes',b'Yes',"b'2016, June'","b'Available. Released 2016, June'",b'154 x 75.7 x 7 mm (6.06 x 2.98 x 0.28 in)',b'155 g (5.47 oz)',b'Nano-SIM',b'AMOLED',"b'5.5 inches, 83.4 cm2 (~71.5% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~534 ppi density)'",b'eMMC 5.1',b'microSDXC (dedicated slot)',,,b'32GB 3GB RAM',"b'16 MP, f/2.0, 1/2.6"", 1.12\xc2\xb5m, PDAF'",b'4K@30fps',b'Hi-Fi audio',"b'Yes, with stereo speakers'",,b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 3000 mAh, non-removable'",,,b'Black',b'About 380 EUR',b'HSDPA',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'",b'8 MP',b'1080p@30fps',,"b'LED flash, panorama, HDR'",b'LTE (unspecified)',b'Corning Gorilla Glass (unspecified version)',b'Android 6.0.1 (Marshmallow)',b'Qualcomm MSM8976 Snapdragon 652 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A72 & 4x1.2 GHz Cortex-A53)',b'Adreno 510',,b'Yes',b'VFD 900',,b'LED flash',"b'Fast charging 18W, 50% in 30 min (advertised) Quick Charge 3.0'",,,
b'vodafone',b'Vodafone Smart prime 7',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-prime-7.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900',,,"b'2016, May'","b'Available. Released 2016, May'",b'144 x 72.1 x 8 mm (5.67 x 2.84 x 0.31 in)',b'128 g (4.52 oz)',b'Micro-SIM',b'IPS LCD',"b'5.0 inches, 69.4 cm2 (~66.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~293 ppi density)'",b'eMMC 4.5',b'microSDXC (dedicated slot)',,,b'8GB 1GB RAM',"b'8 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,,,,,"b'Li-Ion 2540 mAh, non-removable'",b'Up to 499 h (3G)',b'Up to 9 h (3G)',"b'Graphite Black, Boron White'",b'About 100 EUR',b'HSDPA 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'5 MP',b'',,b'LED flash',"b'1, 3, 7, 8, 20'",,b'Android 6.0.1 (Marshmallow)',b'Qualcomm MSM8909 Snapdragon 210 (28 nm)',b'Quad-core 1.1 GHz Cortex-A7',b'Adreno 304',,b'Yes',,,,,,,
b'vodafone',b'Vodafone Smart first 7',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-first-7.jpg',b'GSM / HSPA',b'GSM 900 / 1800',,,"b'2016, May'","b'Available. Released 2016, May'",b'114.4 x 62.8 x 12 mm (4.50 x 2.47 x 0.47 in)',b'110 g (3.88 oz)',b'Mini-SIM',b'TFT TN',"b'3.5 inches, 36.5 cm2 (~50.8% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'No',b'microSDXC (dedicated slot)',,,b'4GB 512MB RAM',b'2 MP',b'720p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP'",b'A-GPS only',b'FM radio',b'microUSB 2.0',b'No',,,,,,"b'Li-Ion 1400 mAh, removable'",,b'Up to 5 h (3G)',"b'Volcano Black, Tech White'",b'About 30 EUR',b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',,,,,,,b'Android 5.1 (Lollipop)',b'Spreadtrum SC7731G',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',,b'No',b'VFD 200',,,,,,
b'vodafone',b'Vodafone Smart speed 6',b'https://fdn2.gsmarena.com/vv/bigpic/vodafone-smart-speed-6.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',,,"b'2015, September. Released 2015, October'",b'Discontinued',b'132.2 x 65.1 x 10 mm (5.20 x 2.56 x 0.39 in)',b'146 g (5.15 oz)',b'Micro-SIM',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~64.8% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",,b'microSDHC (dedicated slot)',,,b'8GB 1GB RAM',b'5 MP',b'720p',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, compass'",,,,,,"b'Li-Ion 1780 mAh, non-removable'",,,"b'Silver, Anthracite'",b'About 70 EUR',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA, LTE Cat4 150/50 Mbps'",b'2 MP',b'',,b'LED flash',"b'1, 3, 7, 8, 20'",,b'Android 5.1 (Lollipop)',b'Mediatek MT6735M (28 nm)',b'Quad-core 1.0 GHz Cortex-A53',b'Mali-T720MP2',,b'No',b'VF-795',,,,,,
