Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,Card slot,Phonebook,Call records,Internal,Single,Video,_1,Loudspeaker,Alert types,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,_1_1,Type_1,Stand-by,Talk time,Colors,Price,3G bands,Speed,Single_1,Video_1,Infrared port,Features,4G bands,Protection,OS,Chipset,CPU,GPU,Dual,NFC,Models,SAR EU,Features_1,Charging,SAR,Keyboard,Music play,Languages,Triple,Build
b'wiko',b'Wiko Jerry',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-j.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2016',b'Available. Released 2016',b'145.1 x 73.5 x 9.6 mm (5.71 x 2.89 x 0.38 in)',b'166 g (5.86 oz)',"b'Dual SIM (Micro-SIM/Mini-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~64.6% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'microSDXC',,,b'8GB 1GB RAM',b'5 MP',b'Yes',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,,,,,"b'Li-Ion 2000 mAh, removable'",,,"b'Orange/Space Grey, Bleen/Silver, Black/Space Grey, Pink/Silver, White/Space Grey'",,b'HSDPA 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',b'2 MP',b'',,"b'LED flash, HDR, panorama'",,,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',,b'No',b'JERRY',,,,,,,,,
b'wiko',b'Wiko Kenny',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-k.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2017',b'Available. Released 2017',b'144.7 x 72.4 x 10.1 mm (5.70 x 2.85 x 0.40 in)',b'162 g (5.71 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'HSDPA 850 / 900 / 2100',b'microSDXC',,,b'16GB 2GB RAM',b'5 MP or 8 MP',b'1080p@30fps',"b'1, 3, 7, 20'",b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'",,,,,,b'Li-Ion 2500 mAh battery',,,"b'Anthracite, Gold, Bleen'",,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'5 MP',b'',,"b'LED flash, HDR, panorama'","b'3, 7, 20'",,b'Android 7.0 (Nougat)',,b'Quad-core 1.1 GHz',b'Mali-T720',,b'No',,,,,,,,,,
b'wiko',b'Wiko Lenny3 Max',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-l3.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2016',b'Available. Released 2016',b'143 x 73 x 9.9 mm (5.63 x 2.87 x 0.39 in)',b'177 g (6.24 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'microSDXC',,,b'16GB 2GB RAM',"b'8 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Po 4900 mAh, non-removable'",,,"b'Space Grey, Bleen, Rose Gold, Gold'",,b'HSDPA 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',b'5 MP',b'',,"b'LED flash, panorama, HDR'",,,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',,b'No',,,,,,,,,,
b'wiko',b'Wiko Lenny4 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-l4pl.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2017',b'Available. Released 2017',b'156 x 79 x 9.4 mm (6.14 x 3.11 x 0.37 in)',b'160 g (5.64 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~67.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",,b'microSDXC',,,b'16GB 1GB RAM',"b'8 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",,,,,,"b'Li-Ion 2500 mAh, removable'",,,"b'Black, Gold, Bleen, Lime, Rose Gold'",,b'HSDPA 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',b'5 MP',b'',,"b'LED flash, panorama, HDR'",,,b'Android 7.0 (Nougat)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400 MP2',,b'No',,,,,,,,,,
b'wiko',b'Wiko Lenny4',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-l4.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2017',b'Available. Released 2017',b'145 x 72.5 x 10.6 mm (5.71 x 2.85 x 0.42 in)',b'170.2 g (6.00 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'microSDXC',,,b'16GB 1GB RAM',"b'8 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",,,,,,"b'Li-Ion 2500 mAh, removable'",,,"b'Black, Gold, Bleen, Lime, Rose Gold'",,b'HSDPA 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',b'5 MP',b'',,"b'LED flash, panorama, HDR'",,,b'Android 7.0 (Nougat)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400 MP2',,b'No',,,,,,,,,,
b'wiko',b'Wiko Ufeel fab',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-uf-f.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2016',b'Available. Released 2016',b'154.4 x 77.2 x 10.6 mm (6.08 x 3.04 x 0.42 in)',b'201 g (7.09 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",,b'microSDXC',,,b'16GB 2GB RAM',"b'13 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,,b'Li-Po 4000 mAh battery',,,"b'Black, Gold, Rose Gold'",,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'5 MP',b'',,"b'LED flash, panorama, HDR'","b'1, 3, 7, 20'",,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',,b'No',,,b'LED flash',,,,,,,
b'wiko',b'Wiko Ufeel go',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-uf-g.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2016',b'Available. Released 2016',b'144.4 x 71.6 x 9.7 mm (5.69 x 2.82 x 0.38 in)',b'172 g (6.07 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'microSDXC',,,b'16GB 2GB RAM',"b'13 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,,b'Li-Po 4000 mAh battery',,,"b'Space Grey, Gold'",,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'5 MP',b'',,"b'LED flash, panorama, HDR'","b'1, 3, 7, 20'",,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',,b'No',,,b'LED flash',,,,,,,
b'wiko',b'Wiko Ufeel',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-uf-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2016',b'Available. Released 2016',b'143 x 70.7 x 8.6 mm (5.63 x 2.78 x 0.34 in)',b'145 g (5.11 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'microSDXC',,,b'16GB 3GB RAM',"b'13 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Po 2500 mAh, non-removable'",,,"b'Lime, Space Grey, Chocolate, Slate, Creamy'",,b'HSDPA 900 / 1900 / 2100',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'5 MP',b'',,"b'LED flash, panorama, HDR'","b'1, 3, 7, 20'",,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',,b'No',,,b'LED flash',,,,,,,
b'wiko',b'Wiko U Feel Prime',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-ufp.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2016, September'","b'Available. Released 2016, September'",b'142.5 x 69.9 x 8.7 mm (5.61 x 2.75 x 0.34 in)',b'150 g (5.29 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~69.2% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'",b'eMMC 5.1',b'microSDXC (uses shared SIM slot)',,,b'32GB 4GB RAM',"b'13 MP, 1/3.1"", 1.12\xc2\xb5m, PDAF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Po 3000 mAh, non-removable'",b'Up to 450 h (3G)',b'Up to 21 h (3G)',"b'Silver, Anthracite, Gold'",,b'HSDPA 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'8 MP',b'',,"b'Dual-LED flash, panorama, HDR'",b'LTE 800 / 1800 / 2100 / 2600',,b'Android 6.0.1 (Marshmallow)',b'Qualcomm MSM8937 Snapdragon 430 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',,b'No',,b'0.99 W/kg (head) \xc2\xa0 \xc2\xa0 0.80 W/kg (body)',b'LED flash',,,,,,,
b'wiko',b'Wiko U Feel Lite',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-u-lite.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2016, February'","b'Available. Released 2016, May'",b'143.5 x 71.5 x 8.5 mm (5.65 x 2.81 x 0.33 in)',b'147 g (5.19 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'microSDXC',,,b'16GB 2GB RAM',"b'8 MP, f/2.0, 1/4.0"", 1.12\xc2\xb5m'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Po 2500 mAh, non-removable'",b'Up to 212 h (2G) / Up to 212 h (3G)',b'Up to 25 h (2G) / Up to 13 h (3G)',"b'Lime, Slate, Chocolate, Rose Gold'",,b'HSDPA 900 / 1900 / 2100',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'5 MP, f/2.4, 1/5"", 1.1\xc2\xb5m'",b'',,"b'LED flash, panorama, HDR'",b'LTE 800 / 1800 / 2100 / 2600',,b'Android 6.0.1 (Marshmallow)',b'Mediatek MT6735 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-T720',,b'No',,b'0.40 W/kg (head) \xc2\xa0 \xc2\xa0 0.49 W/kg (body)',,,,,,,,
b'wiko',b'Wiko Tommy',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-tommy.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',,,"b'2016, February'","b'Available. Released 2016, July'",b'146 x 71.5 x 8.8 mm (5.75 x 2.81 x 0.35 in)',b'165 g (5.82 oz)',b'Micro-SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'eMMC 4.5',b'microSDXC (dedicated slot)',,,b'8GB 1GB RAM',"b'8 MP, f/2.0, 1/3.2"", 1.4\xc2\xb5m'",b'720p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'",,,,,,"b'Li-Po 2500 mAh, removable'",b'Up to 270 h (2G) / Up to 270 h (3G)',b'Up to 26 h (2G) / Up to 15 h (3G)',"b'True Black, Flashy Red, Cool Grey, Bleen, Sun Yellow, Hot Pink'",,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'5 MP, f/2.8, 1/5"", 1.12\xc2\xb5m'",b'',,"b'LED flash, panorama, HDR'",b'LTE 800 / 1800 / 2100 / 2600',,b'Android 6.0.1 (Marshmallow)',b'Qualcomm MSM8909v2 Snapdragon 212 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Adreno 304',,b'No',,b'0.75 W/kg (head) \xc2\xa0 \xc2\xa0 1.81 W/kg (body)',,,,,,,,
b'wiko',b'Wiko Sunny2 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-s2pl.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2017',b'Available. Released 2017',b'146.3 x 73.7 x 9.8 mm (5.76 x 2.90 x 0.39 in)',b'165 g (5.82 oz)',"b'Dual SIM (Micro-SIM/Mini-SIM, dual stand-by)'",b'TFT',"b'5.0 inches, 68.9 cm2 (~63.9% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'microSDXC',,,b'8GB 1GB RAM',b'5 MP',b'720p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',b'Accelerometer',,,,,,"b'Li-Ion 2000 mAh, removable'",,,b'',,b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',b'2 MP',b'',,"b'LED flash, panorama, HDR'",,,b'Android 7.0 (Nougat)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',,b'No',b'Sunny2 Plus',,,,,,,"b'Black, Gold, Bleen, Lime, Silver'",,
b'wiko',b'Wiko Sunny2',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-s2.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2017',b'Available. Released 2017',b'126.6 x 66.3 x 11.4 mm (4.98 x 2.61 x 0.45 in)',b'125 g (4.41 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'TFT',"b'4.0 inches, 45.5 cm2 (~54.3% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'microSDHC',,,b'8GB 512MB RAM',b'5 MP',b'720p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,,,,,"b'Li-Ion 1300 mAh, removable'",,,b'',,b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',b'2 MP',b'',,"b'LED flash, panorama'",,,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.2 GHz Cortex-A7',b'Mali-400',,b'No',,,,,,,,"b'Space Grey, Gold, Lime, Silver, Bleen'",,
b'wiko',b'Wiko Sunny',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-sunny.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2016, February'","b'Available. Released 2016, May'",b'128.4 x 66.2 x 11.3 mm (5.06 x 2.61 x 0.44 in)',b'123 g (4.34 oz)',b'Mini-SIM',b'TFT',"b'4.0 inches, 45.5 cm2 (~53.6% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'microSDXC (dedicated slot)',,,b'8GB 512MB RAM',"b'5 MP, f/2.2, 1/5.0"", 1.12\xc2\xb5m'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'",,,,,,"b'Li-Ion 1200 mAh, removable'",b'Up to 270 h (2G) / Up to 270 h (3G)',b'Up to 10 h (2G) / Up to 5 h (3G)',"b'True Black, Pure White, Flashy Red, Bleen, Hot Pink'",,b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'VGA, f/2.8, 1/10"", 2.2\xc2\xb5m'",b'',,"b'LED flash, panorama, HDR'",,,b'Android 6.0 (Marshmallow)',b'Mediatek MT6580M (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',,b'No',,b'0.62 W/kg (head) \xc2\xa0 \xc2\xa0 0.64 W/kg (body)',,,,,,,,
b'wiko',b'Wiko Sunny Max',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-sm.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2016',b'Available. Released 2016',b'128.3 x 66.3 x 13.2 mm (5.05 x 2.61 x 0.52 in)',b'149 g (5.26 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'",b'TFT',"b'4.0 inches, 45.5 cm2 (~53.5% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'microSDHC',,,b'8GB 512MB RAM',b'5 MP',b'720p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,,,,,b'Li-Ion 2500 mAh battery',,,b'',,b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',b'2 MP',b'',,"b'LED flash, panorama'",,,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.2 GHz Cortex-A7',b'Mali-400',,b'No',,,,,,,,"b'Space Grey, Silver, Gold, Navy Blue'",,
b'wiko',b'Wiko Robby2',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-r2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2017',b'Available. Released 2017',b'154.6 x 78.8 x 9.4 mm (6.09 x 3.10 x 0.37 in)',b'200 g (7.05 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~68.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",,b'microSDXC',,,b'16GB 2GB RAM',"b'8 MP, AF'",b'720p@30fps',,"b'Yes, with dual speakers'",,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'",,,,,,b'Li-Ion 2800 mAh battery',,,"b'Black, Gold, Rose Gold'",,b'HSDPA 900 / 2100',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'5 MP',b'',,"b'LED flash, HDR'","b'1, 3, 7, 20'",,b'Android 7.1 (Nougat)',,b'Quad-core 1.1 GHz Cortex-A7',b'Adreno 304',,b'No',,,,,,,,,,
b'wiko',b'Wiko Robby',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-robby.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2016, February'","b'Available. Released 2016, May'",b'155 x 79.1 x 10 mm (6.10 x 3.11 x 0.39 in)',b'185 g (6.53 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~68.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",,b'microSDXC',,,b'16GB 1GB RAM',"b'8 MP, f/2.0, 1/4.0"", 1.12\xc2\xb5m'",b'1080p@30fps',,"b'Yes, with stereo speakers'",,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'",,,,,,"b'Li-Po 2500 mAh, removable'",b'Up to 270 h (2G) / Up to 270 h (3G)',b'Up to 17 h (2G) / Up to 15 h (3G)',"b'Space Grey, Gold, Bleen, Rose Gold, Lime'",,b'HSDPA 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',"b'5 MP, f/2.4, 1/5"", 1.1\xc2\xb5m'",b'',,"b'LED flash, panorama, HDR'",,,b'Android 6.0.1 (Marshmallow)',b'Mediatek MT6580M (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',,b'No',b'ROBBY',b'0.30 W/kg (head) \xc2\xa0 \xc2\xa0 0.46 W/kg (body)',b'LED flash',,,,,,,
